1.01416364 	1.01246462 	1.01237716 
0.98204528 	0.98053553 	0.97656756 
0.95521005 	0.95399272 	0.94733946 
0.93293804 	0.93203082 	0.92355963 
0.91472781 	0.91404128 	0.90428108 
0.89803446 	0.89765339 	0.88707483 
0.88185512 	0.88165002 	0.87004692 
0.86060192 	0.86035229 	0.84779506 
0.84490806 	0.84551046 	0.83208016 
0.83861620 	0.83847323 	0.82517865 
0.81574056 	0.81635994 	0.80218331 
0.80051559 	0.80080577 	0.78610885 
0.78468363 	0.78542913 	0.77041622 
0.76922422 	0.77023113 	0.75452153 
0.75406369 	0.75489192 	0.73902158 
0.73888721 	0.74010569 	0.72388766 
0.72247679 	0.72412956 	0.70744218 
0.70534981 	0.70701914 	0.69026612 
0.68822283 	0.68990872 	0.67309007 
0.67115693 	0.67334219 	0.65608589 
0.65468543 	0.65682218 	0.63946854 
0.63835541 	0.64050804 	0.62323156 
0.62208645 	0.62473780 	0.60716647 
0.60619342 	0.60881727 	0.59130196 
0.59066034 	0.59329942 	0.57600408 
0.57542279 	0.57796929 	0.56069828 
0.56038777 	0.56338894 	0.54594473 
0.54580571 	0.54864922 	0.53119764 
0.53091216 	0.53427475 	0.51682447 
0.51683152 	0.52014359 	0.50302438 
0.50326490 	0.50639695 	0.48940260 
0.48946383 	0.49300649 	0.47596061 
0.47778663 	0.48104015 	0.46420909 
0.46732742 	0.47081667 	0.45413514 
0.45686821 	0.46059319 	0.44406119 
0.44708044 	0.45040713 	0.43417993 
0.43705822 	0.44057726 	0.42447845 
0.42725449 	0.43094418 	0.41496321 
0.41774629 	0.42149882 	0.40544005 
0.40837956 	0.41225935 	0.39629728 
0.39917024 	0.40267278 	0.38716886 
0.38980351 	0.39343331 	0.37802609 
0.38065526 	0.38439064 	0.36906955 
0.37143000 	0.37535704 	0.36030715 
0.36250025 	0.36651117 	0.35153685 
0.35378900 	0.35786210 	0.34295278 
0.34523517 	0.34886594 	0.33438307 
0.33600990 	0.33983235 	0.32562067 
0.32751714 	0.33138008 	0.31722283 
0.31880589 	0.32273101 	0.30863876 
0.31039353 	0.31394073 	0.30044943 
0.30190077 	0.30548846 	0.29205160 
0.29333099 	0.29704527 	0.28384791 
0.28446568 	0.28841436 	0.27565213 
0.27619142 	0.28015890 	0.26744052 
0.26807458 	0.27155634 	0.25924328 
0.25972329 	0.26330995 	0.25122583 
0.25115351 	0.25486676 	0.24302214 
0.24280222 	0.24662038 	0.23500468 
0.23468538 	0.23801782 	0.22680744 
0.22633409 	0.22977143 	0.21878998 
0.21843574 	0.22136567 	0.21077898 
0.21030295 	0.21331608 	0.20294776 
0.20194368 	0.20534619 	0.19511331 
0.19467492 	0.19785394 	0.18803658 
0.18772553 	0.19072360 	0.18117809 
0.18078423 	0.18380214 	0.17454430 
0.17397238 	0.17681137 	0.16785500 
0.16727303 	0.17005109 	0.16138948 
0.16058748 	0.16334429 	0.15492172 
0.15404911 	0.15668798 	0.14860741 
0.14754641 	0.15010482 	0.14230949 
0.14134348 	0.14374280 	0.13625512 
0.13489736 	0.13724199 	0.13010936 
0.12885994 	0.13109362 	0.12425999 
0.12278652 	0.12490497 	0.11835395 
0.11695829 	0.11900960 	0.11274683 
0.11125505 	0.11317792 	0.10723427 
0.10576871 	0.10759834 	0.10194454 
0.10041506 	0.10208154 	0.09672995 
0.09520506 	0.09675871 	0.09170174 
0.09005902 	0.09155022 	0.08676600 
0.08522690 	0.08658345 	0.08211184 
0.08053359 	0.08173385 	0.07755001 
0.07594667 	0.07706035 	0.07319476 
0.07156216 	0.07265126 	0.06898405 
0.06741189 	0.06840426 	0.06496101 
0.06343032 	0.06426031 	0.06106976 
0.05963608 	0.06034969 	0.05740215 
0.05594791 	0.05664806 	0.05390085 
0.05249397 	0.05310853 	0.05058723 
0.04913513 	0.04964680 	0.04732869 
0.04598549 	0.04643809 	0.04431239 
0.04298879 	0.04336713 	0.04142646 
0.04017300 	0.04050801 	0.03870671 
0.03735595 	0.03767129 	0.03606382 
0.03476025 	0.03495367 	0.03349370 
0.03206785 	0.03221353 	0.03090510 
0.02954866 	0.02968613 	0.02850209 
0.02719815 	0.02726179 	0.02623088 
0.02500669 	0.02502959 	0.02410723 
0.02291678 	0.02289671 	0.02209610 
0.02095638 	0.02093720 	0.02023332 
0.01915681 	0.01910572 	0.01848185 
0.01747219 	0.01740186 	0.01686313 
0.01587384 	0.01579116 	0.01532413 
0.01440397 	0.01430988 	0.01391003 
0.01302319 	0.01292587 	0.01258325 
0.01174916 	0.01164935 	0.01135506 
0.01054476 	0.01044358 	0.01019780 
0.00944945 	0.00934174 	0.00913733 
0.00841549 	0.00831375 	0.00814572 
0.00736558 	0.00726982 	0.00713534 
0.00633049 	0.00623200 	0.00612858 
0.00539530 	0.00530353 	0.00522616 
0.00455657 	0.00447487 	0.00441875 
0.00381976 	0.00373879 	0.00370081 
0.00316396 	0.00309427 	0.00306850 
0.00258808 	0.00252818 	0.00251070 
0.00188357 	0.00183821 	0.00183168 
0.00167673 	0.00163018 	0.00162840 
0.00129689 	0.00126005 	0.00125688 
0.00097780 	0.00094707 	0.00094520 
0.00070845 	0.00068505 	0.00068584 
0.00048704 	0.00047010 	0.00047119 
0.00030616 	0.00029486 	0.00029571 
0.00016227 	0.00015509 	0.00015590 
0.00000000 	0.00000000 	0.00000000 
