r, g, b, x, y, z, L1, a1, b1, new_x, new_y, new_z, L2, a2, b2, percentage, d
0 8 0 0.021 0.059 0.004 0.107 -6.944 6.048 0.019 0.054 0.003 0.097 -6.727 5.859 10 0.288
0 8 8 0.038 0.064 0.092 0.116 -3.873 -0.907 0.035 0.059 0.083 0.106 -3.752 -0.879 10 0.125
0 8 16 0.066 0.073 0.239 0.133 -0.663 -4.589 0.06 0.067 0.217 0.121 -0.643 -4.445 10 0.145
0 8 24 0.13 0.094 0.572 0.17 3.558 -8.791 0.118 0.085 0.52 0.155 3.446 -8.516 10 0.297
0 8 32 0.222 0.124 1.051 0.223 7.101 -12.252 0.201 0.112 0.955 0.203 6.879 -11.869 10 0.443
0 8 40 0.331 0.159 1.621 0.287 9.865 -15.015 0.301 0.144 1.474 0.261 9.556 -14.546 10 0.562
0 8 48 0.476 0.206 2.379 0.372 12.467 -17.698 0.433 0.187 2.163 0.338 12.077 -17.145 10 0.678
0 8 56 0.667 0.267 3.375 0.483 14.98 -20.369 0.606 0.243 3.068 0.439 14.512 -19.732 10 0.792
0 8 64 0.909 0.345 4.639 0.624 17.403 -23.015 0.826 0.314 4.217 0.567 16.858 -22.295 10 0.904
0 8 72 1.186 0.435 6.087 0.786 19.593 -25.461 1.078 0.395 5.534 0.715 18.98 -24.665 10 1.007
0 8 80 1.525 0.544 7.853 0.983 21.766 -27.93 1.386 0.494 7.14 0.894 21.086 -27.057 10 1.111
0 8 88 1.93 0.675 9.972 1.22 23.924 -30.416 1.755 0.613 9.065 1.109 23.176 -29.465 10 1.215
0 8 96 2.403 0.827 12.437 1.495 26.036 -32.878 2.184 0.752 11.307 1.359 25.222 -31.85 10 1.318
0 8 104 2.935 0.999 15.217 1.806 28.075 -35.274 2.668 0.908 13.833 1.641 27.197 -34.171 10 1.419
0 8 112 3.525 1.189 18.296 2.149 30.037 -37.598 3.204 1.081 16.633 1.954 29.098 -36.422 10 1.517
0 8 120 4.154 1.392 21.579 2.516 31.883 -39.795 3.776 1.265 19.618 2.287 30.886 -38.551 10 1.611
0 8 128 4.825 1.608 25.083 2.907 33.644 -41.9 4.386 1.462 22.803 2.643 32.592 -40.59 10 1.701
0 8 136 5.605 1.86 29.157 3.362 35.485 -44.109 5.095 1.691 26.507 3.057 34.375 -42.729 10 1.796
0 8 144 6.404 2.118 33.326 3.828 37.19 -46.161 5.821 1.925 30.297 3.48 36.027 -44.717 10 1.886
0 8 152 7.211 2.378 37.544 4.299 38.77 -48.066 6.556 2.162 34.13 3.908 37.557 -46.563 10 1.97
0 8 160 8.038 2.645 41.858 4.781 40.263 -49.871 7.307 2.404 38.053 4.346 39.004 -48.311 10 2.051
0 8 168 8.892 2.92 46.317 5.279 41.698 -51.608 8.083 2.655 42.106 4.799 40.394 -49.994 10 2.13
0 8 176 9.778 3.206 50.943 5.795 43.09 -53.294 8.889 2.915 46.312 5.269 41.742 -51.628 10 2.207
0 8 184 10.71 3.507 55.813 6.339 44.464 -54.962 9.737 3.188 50.739 5.763 43.073 -53.243 10 2.285
0 8 192 11.739 3.839 61.183 6.939 45.887 -56.69 10.672 3.49 55.621 6.308 44.452 -54.917 10 2.366
0 8 200 13.099 4.277 68.283 7.732 47.642 -58.825 11.908 3.888 62.075 7.029 46.152 -56.985 10 2.469
0 8 208 14.579 4.755 76.009 8.581 49.416 -60.984 13.253 4.322 69.099 7.813 47.871 -59.077 10 2.572
0 8 216 16.174 5.269 84.336 9.437 51.196 -63.153 14.703 4.79 76.669 8.642 49.595 -61.178 10 2.664
0 8 224 17.843 5.807 93.051 10.276 52.935 -65.273 16.221 5.28 84.592 9.454 51.28 -63.232 10 2.753
0 8 232 19.375 6.302 101.049 11.001 54.436 -67.104 17.613 5.729 91.863 10.156 52.734 -65.006 10 2.831
0 8 240 20.893 6.791 108.978 11.683 55.847 -68.826 18.994 6.174 99.071 10.817 54.1 -66.674 10 2.904
0 8 248 22.759 7.393 118.717 12.477 57.487 -70.83 20.69 6.721 107.924 11.587 55.689 -68.615 10 2.988
0 16 0 0.057 0.158 0.01 0.286 -9.65 8.404 0.051 0.144 0.009 0.26 -9.348 8.142 10 0.401
0 16 8 0.074 0.164 0.098 0.296 -7.817 2.535 0.067 0.149 0.089 0.269 -7.573 2.456 10 0.258
0 16 16 0.102 0.173 0.245 0.312 -5.399 -1.239 0.092 0.157 0.223 0.284 -5.23 -1.2 10 0.176
0 16 24 0.165 0.193 0.578 0.349 -1.515 -5.753 0.15 0.176 0.525 0.318 -1.468 -5.573 10 0.189
0 16 32 0.257 0.223 1.057 0.403 2.245 -9.576 0.234 0.203 0.961 0.366 2.175 -9.276 10 0.31
0 16 40 0.366 0.258 1.627 0.467 5.395 -12.655 0.333 0.235 1.479 0.424 5.227 -12.259 10 0.432
0 16 48 0.512 0.305 2.385 0.551 8.459 -15.641 0.465 0.277 2.169 0.501 8.194 -15.151 10 0.558
0 16 56 0.702 0.366 3.381 0.662 11.446 -18.59 0.639 0.333 3.074 0.602 11.088 -18.009 10 0.685
0 16 64 0.945 0.445 4.645 0.804 14.313 -21.48 0.859 0.404 4.223 0.731 13.865 -20.809 10 0.81
0 16 72 1.222 0.534 6.093 0.965 16.873 -24.122 1.111 0.485 5.539 0.878 16.346 -23.368 10 0.925
0 16 80 1.56 0.643 7.86 1.163 19.376 -26.761 1.418 0.585 7.145 1.057 18.77 -25.924 10 1.039
0 16 88 1.966 0.774 9.978 1.399 21.821 -29.393 1.787 0.704 9.071 1.272 21.138 -28.473 10 1.152
0 16 96 2.438 0.926 12.443 1.674 24.178 -31.977 2.216 0.842 11.312 1.522 23.422 -30.977 10 1.263
0 16 104 2.97 1.098 15.223 1.985 26.421 -34.475 2.7 0.998 13.839 1.804 25.594 -33.397 10 1.37
0 16 112 3.56 1.288 18.302 2.329 28.554 -36.882 3.237 1.171 16.638 2.117 27.661 -35.729 10 1.474
0 16 120 4.189 1.491 21.586 2.695 30.54 -39.148 3.808 1.356 19.623 2.45 29.585 -37.924 10 1.572
0 16 128 4.86 1.708 25.089 3.087 32.419 -41.311 4.418 1.552 22.809 2.806 31.405 -40.019 10 1.666
0 16 136 5.64 1.959 29.163 3.542 34.369 -43.572 5.128 1.781 26.512 3.22 33.294 -42.21 10 1.765
0 16 144 6.439 2.217 33.333 4.007 36.164 -45.668 5.854 2.015 30.302 3.643 35.033 -44.24 10 1.858
0 16 152 7.247 2.477 37.55 4.478 37.817 -47.609 6.588 2.252 34.136 4.071 36.635 -46.12 10 1.944
0 16 160 8.073 2.744 41.865 4.96 39.374 -49.445 7.339 2.495 38.059 4.509 38.143 -47.898 10 2.027
0 16 168 8.927 3.019 46.323 5.458 40.865 -51.208 8.116 2.745 42.112 4.962 39.587 -49.607 10 2.108
0 16 176 9.813 3.305 50.949 5.975 42.306 -52.919 8.921 3.005 46.318 5.432 40.983 -51.264 10 2.187
0 16 184 10.746 3.606 55.819 6.519 43.724 -54.607 9.769 3.278 50.744 5.926 42.357 -52.9 10 2.266
0 16 192 11.774 3.938 61.189 7.118 45.189 -56.356 10.704 3.58 55.626 6.471 43.776 -54.594 10 2.35
0 16 200 13.134 4.377 68.289 7.911 46.993 -58.514 11.94 3.979 62.081 7.192 45.523 -56.684 10 2.455
0 16 208 14.614 4.854 76.015 8.75 48.811 -60.694 13.286 4.413 69.104 7.977 47.284 -58.796 10 2.556
0 16 216 16.209 5.368 84.342 9.596 50.63 -62.882 14.736 4.88 76.675 8.795 49.047 -60.915 10 2.648
0 16 224 17.878 5.907 93.057 10.424 52.404 -65.019 16.253 5.37 84.598 9.598 50.765 -62.986 10 2.739
0 16 232 19.41 6.401 101.055 11.141 53.933 -66.863 17.646 5.819 91.868 10.293 52.246 -64.773 10 2.817
0 16 240 20.929 6.891 108.984 11.817 55.368 -68.597 19.026 6.264 99.076 10.947 53.636 -66.452 10 2.891
0 16 248 22.794 7.492 118.723 12.604 57.034 -70.613 20.722 6.811 107.93 11.71 55.251 -68.405 10 2.976
0 24 0 0.138 0.385 0.024 0.696 -12.981 11.306 0.125 0.35 0.022 0.633 -12.576 10.952 10 0.542
0 24 8 0.155 0.39 0.112 0.706 -11.907 6.657 0.141 0.355 0.102 0.642 -11.534 6.448 10 0.431
0 24 16 0.183 0.4 0.259 0.722 -10.302 3.002 0.166 0.363 0.236 0.657 -9.979 2.908 10 0.342
0 24 24 0.247 0.42 0.592 0.759 -7.304 -1.612 0.224 0.382 0.538 0.69 -7.075 -1.562 10 0.244
0 24 32 0.338 0.45 1.071 0.813 -3.952 -5.656 0.308 0.409 0.974 0.739 -3.829 -5.48 10 0.228
0 24 40 0.448 0.485 1.641 0.877 -0.85 -8.983 0.407 0.441 1.492 0.797 -0.823 -8.702 10 0.293
0 24 48 0.593 0.532 2.4 0.961 2.382 -12.249 0.539 0.483 2.181 0.874 2.307 -11.866 10 0.4
0 24 56 0.784 0.593 3.396 1.072 5.691 -15.499 0.712 0.539 3.087 0.975 5.513 -15.014 10 0.525
0 24 64 1.026 0.671 4.659 1.214 8.968 -18.688 0.932 0.61 4.236 1.103 8.688 -18.103 10 0.658
0 24 72 1.303 0.761 6.107 1.375 11.945 -21.595 1.185 0.692 5.552 1.25 11.572 -20.92 10 0.782
0 24 80 1.641 0.87 7.874 1.573 14.873 -24.485 1.492 0.791 7.158 1.43 14.407 -23.719 10 0.907
0 24 88 2.047 1.001 9.992 1.809 17.729 -27.347 1.861 0.91 9.084 1.645 17.174 -26.492 10 1.032
0 24 96 2.519 1.153 12.457 2.085 20.466 -30.137 2.29 1.048 11.325 1.895 19.826 -29.195 10 1.155
0 24 104 3.052 1.325 15.237 2.395 23.047 -32.814 2.774 1.204 13.852 2.177 22.327 -31.787 10 1.273
0 24 112 3.641 1.515 18.316 2.739 25.478 -35.375 3.31 1.377 16.651 2.49 24.682 -34.269 10 1.386
0 24 120 4.27 1.718 21.6 3.106 27.719 -37.771 3.882 1.562 19.636 2.823 26.853 -36.59 10 1.492
0 24 128 4.941 1.934 25.103 3.497 29.819 -40.045 4.492 1.759 22.821 3.179 28.886 -38.793 10 1.593
0 24 136 5.722 2.186 29.177 3.952 31.977 -42.412 5.202 1.987 26.525 3.593 30.977 -41.085 10 1.699
0 24 144 6.52 2.444 33.347 4.417 33.947 -44.594 5.928 2.222 30.315 4.016 32.886 -43.2 10 1.798
0 24 152 7.328 2.704 37.564 4.888 35.749 -46.609 6.662 2.458 34.149 4.444 34.631 -45.151 10 1.89
0 24 160 8.154 2.971 41.879 5.37 37.434 -48.507 7.413 2.701 38.072 4.882 36.263 -46.991 10 1.977
0 24 168 9.008 3.246 46.337 5.868 39.038 -50.327 8.189 2.951 42.125 5.335 37.817 -48.753 10 2.062
0 24 176 9.894 3.532 50.963 6.385 40.58 -52.087 8.995 3.211 46.33 5.804 39.311 -50.458 10 2.145
0 24 184 10.827 3.833 55.833 6.929 42.092 -53.821 9.843 3.484 50.757 6.299 40.776 -52.138 10 2.228
0 24 192 11.856 4.165 61.203 7.528 43.646 -55.614 10.778 3.786 55.639 6.844 42.282 -53.874 10 2.314
0 24 200 13.216 4.603 68.303 8.317 45.551 -57.821 12.014 4.185 62.094 7.565 44.126 -56.012 10 2.422
0 24 208 14.695 5.081 76.029 9.13 47.461 -60.046 13.359 4.619 69.117 8.344 45.977 -58.168 10 2.519
0 24 216 16.29 5.595 84.356 9.951 49.366 -62.275 14.809 5.086 76.687 9.14 47.822 -60.327 10 2.614
0 24 224 17.96 6.134 93.071 10.758 51.216 -64.448 16.327 5.576 84.61 9.922 49.614 -62.433 10 2.707
0 24 232 19.491 6.628 101.069 11.458 52.805 -66.322 17.719 6.025 91.881 10.6 51.154 -64.248 10 2.787
0 24 240 21.01 7.118 108.998 12.119 54.292 -68.081 19.1 6.47 99.089 11.24 52.595 -65.952 10 2.861
0 24 248 22.875 7.719 118.737 12.89 56.016 -70.125 20.796 7.017 107.943 11.986 54.265 -67.932 10 2.948
0 32 0 0.256 0.715 0.044 1.293 -15.959 13.899 0.233 0.65 0.04 1.175 -15.46 13.464 10 0.672
0 32 8 0.273 0.721 0.133 1.303 -15.233 10.155 0.248 0.655 0.121 1.184 -14.756 9.837 10 0.585
0 32 16 0.301 0.73 0.28 1.319 -14.095 6.731 0.274 0.663 0.254 1.199 -13.654 6.52 10 0.503
0 32 24 0.365 0.75 0.612 1.356 -11.807 2.181 0.332 0.682 0.557 1.233 -11.438 2.113 10 0.395
0 32 32 0.457 0.78 1.091 1.41 -9.022 -1.924 0.415 0.709 0.992 1.282 -8.74 -1.864 10 0.316
0 32 40 0.566 0.815 1.662 1.474 -6.253 -5.359 0.514 0.741 1.511 1.34 -6.057 -5.192 10 0.29
0 32 48 0.711 0.862 2.42 1.558 -3.198 -8.775 0.647 0.784 2.2 1.417 -3.098 -8.5 10 0.325
0 32 56 0.902 0.924 3.416 1.67 0.088 -12.206 0.82 0.84 3.106 1.518 0.085 -11.824 10 0.411
0 32 64 1.144 1.002 4.68 1.811 3.473 -15.599 1.04 0.911 4.255 1.646 3.365 -15.111 10 0.526
0 32 72 1.421 1.091 6.128 1.972 6.641 -18.707 1.292 0.992 5.571 1.793 6.433 -18.122 10 0.646
0 32 80 1.76 1.2 7.894 2.17 9.822 -21.803 1.6 1.091 7.177 1.972 9.514 -21.121 10 0.773
0 32 88 2.165 1.331 10.013 2.406 12.969 -24.869 1.969 1.21 9.102 2.187 12.564 -24.091 10 0.904
0 32 96 2.638 1.483 12.478 2.682 16.013 -27.854 2.398 1.349 11.344 2.438 15.512 -26.983 10 1.034
0 32 104 3.17 1.655 15.257 2.992 18.894 -30.709 2.882 1.505 13.87 2.72 18.304 -29.749 10 1.16
0 32 112 3.76 1.845 18.337 3.336 21.61 -33.432 3.418 1.678 16.67 3.033 20.934 -32.387 10 1.281
0 32 120 4.389 2.048 21.62 3.703 24.108 -35.971 3.99 1.862 19.655 3.366 23.354 -34.846 10 1.395
0 32 128 5.06 2.265 25.124 4.094 26.441 -38.371 4.6 2.059 22.84 3.722 25.614 -37.171 10 1.504
0 32 136 5.84 2.516 29.198 4.549 28.829 -40.859 5.309 2.288 26.544 4.135 27.928 -39.581 10 1.617
0 32 144 6.639 2.774 33.367 5.014 30.998 -43.145 6.035 2.522 30.334 4.559 30.029 -41.796 10 1.723
0 32 152 7.446 3.035 37.584 5.485 32.973 -45.249 6.769 2.759 34.168 4.987 31.942 -43.834 10 1.82
0 32 160 8.273 3.301 41.899 5.967 34.811 -47.225 7.521 3.001 38.09 5.425 33.722 -45.749 10 1.913
0 32 168 9.127 3.577 46.358 6.465 36.552 -49.115 8.297 3.251 42.143 5.878 35.409 -47.579 10 2.003
0 32 176 10.013 3.862 50.984 6.982 38.22 -50.938 9.102 3.511 46.349 6.347 37.025 -49.345 10 2.09
0 32 184 10.945 4.163 55.853 7.526 39.848 -52.731 9.95 3.785 50.776 6.842 38.602 -51.082 10 2.177
0 32 192 11.974 4.495 61.224 8.125 41.515 -54.58 10.885 4.086 55.658 7.387 40.217 -52.873 10 2.268
0 32 200 13.334 4.934 68.324 8.885 43.549 -56.851 12.122 4.485 62.113 8.107 42.187 -55.073 10 2.371
0 32 208 14.814 5.411 76.049 9.663 45.58 -59.136 13.467 4.919 69.136 8.861 44.155 -57.287 10 2.469
0 32 216 16.409 5.925 84.377 10.452 47.596 -61.42 14.917 5.387 76.706 9.625 46.107 -59.499 10 2.567
0 32 224 18.078 6.464 93.092 11.23 49.546 -63.643 16.434 5.876 84.629 10.379 47.997 -61.653 10 2.662
0 32 232 19.61 6.958 101.09 11.907 51.216 -65.556 17.827 6.325 91.9 11.034 49.615 -63.506 10 2.744
0 32 240 21.128 7.448 109.019 12.547 52.775 -67.35 19.208 6.771 99.108 11.655 51.124 -65.244 10 2.821
0 32 248 22.994 8.049 118.757 13.296 54.576 -69.431 20.903 7.318 107.961 12.38 52.869 -67.26 10 2.91
0 40 0 0.398 1.112 0.069 2.01 -18.488 16.101 0.362 1.011 0.063 1.828 -17.91 15.598 10 0.788
0 40 8 0.415 1.118 0.157 2.02 -17.942 12.985 0.377 1.016 0.143 1.836 -17.381 12.579 10 0.717
0 40 16 0.443 1.127 0.304 2.037 -17.068 9.809 0.403 1.024 0.277 1.851 -16.534 9.502 10 0.643
0 40 24 0.507 1.147 0.637 2.074 -15.245 5.388 0.461 1.043 0.579 1.885 -14.768 5.219 10 0.54
0 40 32 0.599 1.177 1.116 2.127 -12.916 1.297 0.544 1.07 1.015 1.934 -12.512 1.257 10 0.45
0 40 40 0.708 1.212 1.686 2.191 -10.493 -2.174 0.644 1.102 1.533 1.992 -10.165 -2.106 10 0.39
0 40 48 0.853 1.259 2.445 2.276 -7.711 -5.658 0.776 1.144 2.222 2.069 -7.47 -5.482 10 0.364
0 40 56 1.044 1.32 3.441 2.387 -4.605 -9.189 0.949 1.2 3.128 2.17 -4.461 -8.901 10 0.388
0 40 64 1.286 1.398 4.705 2.528 -1.297 -12.703 1.169 1.271 4.277 2.298 -1.257 -12.306 10 0.461
0 40 72 1.563 1.488 6.153 2.69 1.883 -15.94 1.421 1.353 5.593 2.445 1.824 -15.442 10 0.558
0 40 80 1.902 1.597 7.919 2.887 5.146 -19.178 1.729 1.452 7.199 2.624 4.985 -18.578 10 0.674
0 40 88 2.307 1.728 10.037 3.124 8.434 -22.393 2.098 1.571 9.125 2.84 8.17 -21.693 10 0.8
0 40 96 2.78 1.88 12.503 3.399 11.655 -25.528 2.527 1.709 11.366 3.09 11.291 -24.729 10 0.93
0 40 104 3.312 2.052 15.282 3.709 14.735 -28.527 3.011 1.865 13.893 3.372 14.274 -27.635 10 1.059
0 40 112 3.902 2.242 18.361 4.053 17.656 -31.388 3.547 2.038 16.692 3.685 17.104 -30.406 10 1.185
0 40 120 4.531 2.445 21.645 4.42 20.355 -34.05 4.119 2.223 19.677 4.018 19.718 -32.986 10 1.304
0 40 128 5.202 2.661 25.149 4.811 22.879 -36.564 4.729 2.42 22.862 4.374 22.163 -35.421 10 1.418
0 40 136 5.982 2.913 29.223 5.266 25.464 -39.165 5.438 2.648 26.566 4.787 24.668 -37.94 10 1.537
0 40 144 6.781 3.171 33.392 5.732 27.811 -41.551 6.164 2.883 30.356 5.211 26.941 -40.251 10 1.648
0 40 152 7.588 3.431 37.609 6.203 29.943 -43.741 6.899 3.119 34.19 5.639 29.007 -42.373 10 1.751
0 40 160 8.415 3.698 41.924 6.685 31.925 -45.795 7.65 3.362 38.113 6.077 30.927 -44.363 10 1.848
0 40 168 9.269 3.973 46.382 7.183 33.799 -47.755 8.426 3.612 42.166 6.53 32.742 -46.261 10 1.943
0 40 176 10.155 4.259 51.009 7.699 35.59 -49.643 9.232 3.872 46.371 6.999 34.477 -48.09 10 2.034
0 40 184 11.087 4.56 55.878 8.241 37.333 -51.495 10.08 4.145 50.798 7.494 36.166 -49.885 10 2.125
0 40 192 12.116 4.892 61.248 8.815 39.115 -53.403 11.015 4.447 55.68 8.039 37.891 -51.733 10 2.211
0 40 200 13.476 5.33 68.348 9.535 41.281 -55.742 12.251 4.846 62.135 8.737 39.99 -53.999 10 2.311
0 40 208 14.956 5.808 76.074 10.276 43.438 -58.091 13.596 5.28 69.158 9.454 42.079 -56.275 10 2.412
0 40 216 16.551 6.322 84.401 11.03 45.571 -60.434 15.046 5.747 76.728 10.185 44.146 -58.544 10 2.513
0 40 224 18.22 6.861 93.116 11.776 47.628 -62.711 16.564 6.237 84.651 10.908 46.139 -60.75 10 2.611
0 40 232 19.752 7.355 101.114 12.428 49.385 -64.668 17.956 6.686 91.922 11.539 47.841 -62.646 10 2.695
0 40 240 21.27 7.845 109.043 13.045 51.02 -66.5 19.337 7.131 99.13 12.137 49.425 -64.42 10 2.774
0 40 248 23.136 8.446 118.782 13.77 52.906 -68.623 21.032 7.678 107.984 12.839 51.251 -66.477 10 2.865
0 48 0 0.589 1.644 0.102 2.971 -21.06 18.341 0.535 1.494 0.093 2.701 -20.401 17.768 10 0.914
0 48 8 0.606 1.649 0.19 2.981 -20.637 15.744 0.55 1.499 0.173 2.71 -19.992 15.252 10 0.856
0 48 16 0.634 1.658 0.337 2.998 -19.951 12.843 0.576 1.508 0.307 2.725 -19.327 12.441 10 0.79
0 48 24 0.697 1.679 0.67 3.035 -18.485 8.602 0.634 1.526 0.609 2.759 -17.907 8.333 10 0.695
0 48 32 0.789 1.708 1.149 3.088 -16.551 4.571 0.717 1.553 1.045 2.808 -16.033 4.428 10 0.606
0 48 40 0.898 1.744 1.719 3.152 -14.469 1.102 0.817 1.585 1.563 2.865 -14.017 1.067 10 0.537
0 48 48 1.044 1.791 2.478 3.237 -12.0 -2.415 0.949 1.628 2.252 2.942 -11.624 -2.339 10 0.483
0 48 56 1.234 1.852 3.474 3.348 -9.153 -6.005 1.122 1.684 3.158 3.044 -8.867 -5.817 10 0.458
0 48 64 1.477 1.93 4.738 3.489 -6.029 -9.603 1.342 1.755 4.307 3.172 -5.841 -9.303 10 0.476
0 48 72 1.754 2.02 6.186 3.651 -2.946 -12.936 1.594 1.836 5.623 3.319 -2.854 -12.531 10 0.531
0 48 80 2.092 2.129 7.952 3.848 0.289 -16.284 1.902 1.935 7.229 3.498 0.28 -15.774 10 0.618
0 48 88 2.498 2.26 10.07 4.085 3.612 -19.622 2.271 2.054 9.155 3.713 3.499 -19.008 10 0.726
0 48 96 2.97 2.412 12.536 4.36 6.921 -22.885 2.7 2.193 11.396 3.964 6.705 -22.169 10 0.846
0 48 104 3.502 2.584 15.315 4.67 10.126 -26.014 3.184 2.349 13.923 4.246 9.81 -25.201 10 0.971
0 48 112 4.092 2.774 18.394 5.014 13.197 -29.001 3.72 2.522 16.722 4.558 12.784 -28.095 10 1.096
0 48 120 4.721 2.977 21.678 5.381 16.055 -31.783 4.292 2.706 19.707 4.892 15.553 -30.79 10 1.216
0 48 128 5.392 3.193 25.182 5.772 18.742 -34.409 4.902 2.903 22.892 5.248 18.156 -33.333 10 1.333
0 48 136 6.172 3.445 29.256 6.227 21.504 -37.125 5.611 3.132 26.596 5.661 20.832 -35.964 10 1.456
0 48 144 6.971 3.702 33.425 6.693 24.018 -39.613 6.337 3.366 30.386 6.084 23.267 -38.374 10 1.571
0 48 152 7.779 3.963 37.642 7.164 26.305 -41.895 7.072 3.603 34.22 6.513 25.483 -40.585 10 1.678
0 48 160 8.605 4.23 41.957 7.646 28.431 -44.032 7.823 3.845 38.143 6.951 27.542 -42.655 10 1.78
0 48 168 9.459 4.505 46.415 8.143 30.441 -46.069 8.599 4.095 42.196 7.403 29.49 -44.628 10 1.878
0 48 176 10.345 4.791 51.042 8.643 32.361 -48.028 9.405 4.355 46.401 7.873 31.349 -46.526 10 1.968
0 48 184 11.278 5.092 55.911 9.148 34.228 -49.948 10.253 4.629 50.828 8.362 33.157 -48.387 10 2.05
0 48 192 12.306 5.423 61.281 9.683 36.133 -51.923 11.188 4.93 55.71 8.88 35.003 -50.299 10 2.135
0 48 200 13.666 5.862 68.381 10.358 38.446 -54.341 12.424 5.329 62.165 9.533 37.244 -52.641 10 2.239
0 48 208 15.146 6.339 76.107 11.054 40.744 -56.764 13.769 5.763 69.188 10.208 39.47 -54.989 10 2.343
0 48 216 16.741 6.854 84.434 11.767 43.011 -59.176 15.219 6.231 76.759 10.899 41.666 -57.326 10 2.447
0 48 224 18.41 7.392 93.149 12.476 45.193 -61.518 16.737 6.72 84.681 11.586 43.78 -59.594 10 2.548
0 48 232 19.942 7.886 101.147 13.097 47.051 -63.526 18.129 7.169 91.952 12.187 45.58 -61.54 10 2.634
0 48 240 21.461 8.376 109.076 13.687 48.778 -65.405 19.51 7.615 99.16 12.759 47.253 -63.36 10 2.715
