r, g, b, x, y, z, L1, a1, b1, new_x, new_y, new_z, L2, a2, b2, percentage, d
0 0 224 17.822 5.749 93.047 10.186 53.254 -65.425 14.851 4.79 77.54 8.642 50.114 -61.567 20 5.208
0 0 232 19.354 6.243 101.045 10.916 54.738 -67.248 16.128 5.202 84.204 9.329 51.51 -63.283 20 5.353
0 0 240 20.872 6.733 108.974 11.602 56.134 -68.963 17.393 5.61 90.812 9.975 52.824 -64.897 20 5.49
0 0 248 22.737 7.334 118.713 12.401 57.758 -70.959 18.948 6.112 98.927 10.727 54.353 -66.775 20 5.649
0 8 0 0.021 0.059 0.004 0.107 -6.944 6.048 0.018 0.049 0.003 0.089 -6.535 5.691 20 0.543
0 8 8 0.038 0.064 0.092 0.116 -3.873 -0.907 0.032 0.054 0.077 0.097 -3.645 -0.853 20 0.235
0 8 16 0.066 0.073 0.239 0.133 -0.663 -4.589 0.055 0.061 0.199 0.111 -0.624 -4.318 20 0.274
0 8 24 0.13 0.094 0.572 0.17 3.558 -8.791 0.108 0.078 0.476 0.142 3.348 -8.272 20 0.56
0 8 32 0.222 0.124 1.051 0.223 7.101 -12.252 0.185 0.103 0.876 0.186 6.682 -11.529 20 0.836
0 8 40 0.331 0.159 1.621 0.287 9.865 -15.015 0.276 0.132 1.351 0.239 9.283 -14.13 20 1.06
0 8 48 0.476 0.206 2.379 0.372 12.467 -17.698 0.397 0.171 1.983 0.31 11.732 -16.655 20 1.278
0 8 56 0.667 0.267 3.375 0.483 14.98 -20.369 0.556 0.223 2.813 0.403 14.097 -19.168 20 1.493
0 8 64 0.909 0.345 4.639 0.624 17.403 -23.015 0.757 0.288 3.866 0.52 16.376 -21.658 20 1.705
0 8 72 1.186 0.435 6.087 0.786 19.593 -25.461 0.989 0.362 5.073 0.655 18.438 -23.96 20 1.899
0 8 80 1.525 0.544 7.853 0.983 21.766 -27.93 1.271 0.453 6.545 0.819 20.483 -26.283 20 2.094
0 8 88 1.93 0.675 9.972 1.22 23.924 -30.416 1.609 0.562 8.31 1.016 22.513 -28.623 20 2.291
0 8 96 2.403 0.827 12.437 1.495 26.036 -32.878 2.002 0.689 10.364 1.246 24.501 -30.939 20 2.485
0 8 104 2.935 0.999 15.217 1.806 28.075 -35.274 2.446 0.832 12.681 1.505 26.419 -33.194 20 2.675
0 8 112 3.525 1.189 18.296 2.149 30.037 -37.598 2.937 0.991 15.247 1.791 28.266 -35.381 20 2.86
0 8 120 4.154 1.392 21.579 2.516 31.883 -39.795 3.461 1.16 17.983 2.097 30.003 -37.449 20 3.036
0 8 128 4.825 1.608 25.083 2.907 33.644 -41.9 4.021 1.34 20.903 2.423 31.66 -39.43 20 3.205
0 8 136 5.605 1.86 29.157 3.362 35.485 -44.109 4.671 1.55 24.298 2.802 33.392 -41.508 20 3.385
0 8 144 6.404 2.118 33.326 3.828 37.19 -46.161 5.336 1.765 27.772 3.19 34.997 -43.439 20 3.553
0 8 152 7.211 2.378 37.544 4.299 38.77 -48.066 6.009 1.982 31.286 3.583 36.484 -45.232 20 3.711
0 8 160 8.038 2.645 41.858 4.781 40.263 -49.871 6.698 2.204 34.882 3.984 37.889 -46.93 20 3.862
0 8 168 8.892 2.92 46.317 5.279 41.698 -51.608 7.41 2.434 38.598 4.399 39.239 -48.565 20 4.01
0 8 176 9.778 3.206 50.943 5.795 43.09 -53.294 8.148 2.672 42.453 4.83 40.549 -50.152 20 4.155
0 8 184 10.71 3.507 55.813 6.339 44.464 -54.962 8.925 2.922 46.51 5.283 41.842 -51.721 20 4.3
0 8 192 11.739 3.839 61.183 6.939 45.887 -56.69 9.782 3.199 50.986 5.783 43.181 -53.347 20 4.453
0 8 200 13.099 4.277 68.283 7.732 47.642 -58.825 10.916 3.564 56.903 6.443 44.833 -55.356 20 4.646
0 8 208 14.579 4.755 76.009 8.581 49.416 -60.984 12.149 3.962 63.341 7.162 46.503 -57.388 20 4.841
0 8 216 16.174 5.269 84.336 9.437 51.196 -63.153 13.478 4.391 70.28 7.937 48.177 -59.429 20 5.023
0 8 224 17.843 5.807 93.051 10.276 52.935 -65.273 14.869 4.84 77.543 8.726 49.814 -61.424 20 5.192
0 8 232 19.375 6.302 101.049 11.001 54.436 -67.104 16.146 5.251 84.207 9.408 51.226 -63.147 20 5.338
0 8 240 20.893 6.791 108.978 11.683 55.847 -68.826 17.411 5.66 90.815 10.05 52.554 -64.768 20 5.475
0 8 248 22.759 7.393 118.717 12.477 57.487 -70.83 18.965 6.161 98.931 10.798 54.097 -66.653 20 5.635
0 16 0 0.057 0.158 0.01 0.286 -9.65 8.404 0.047 0.132 0.008 0.238 -9.081 7.909 20 0.756
0 16 8 0.074 0.164 0.098 0.296 -7.817 2.535 0.061 0.136 0.082 0.246 -7.356 2.386 20 0.487
0 16 16 0.102 0.173 0.245 0.312 -5.399 -1.239 0.085 0.144 0.204 0.26 -5.08 -1.166 20 0.331
0 16 24 0.165 0.193 0.578 0.349 -1.515 -5.753 0.138 0.161 0.481 0.291 -1.426 -5.414 20 0.356
0 16 32 0.257 0.223 1.057 0.403 2.245 -9.576 0.214 0.186 0.881 0.336 2.113 -9.011 20 0.584
0 16 40 0.366 0.258 1.627 0.467 5.395 -12.655 0.305 0.215 1.356 0.389 5.077 -11.909 20 0.815
0 16 48 0.512 0.305 2.385 0.551 8.459 -15.641 0.426 0.254 1.988 0.459 7.96 -14.718 20 1.052
0 16 56 0.702 0.366 3.381 0.662 11.446 -18.59 0.585 0.305 2.818 0.552 10.771 -17.494 20 1.292
0 16 64 0.945 0.445 4.645 0.804 14.313 -21.48 0.787 0.37 3.871 0.67 13.469 -20.214 20 1.528
0 16 72 1.222 0.534 6.093 0.965 16.873 -24.122 1.018 0.445 5.078 0.804 15.879 -22.7 20 1.743
0 16 80 1.56 0.643 7.86 1.163 19.376 -26.761 1.3 0.536 6.55 0.969 18.234 -25.183 20 1.958
0 16 88 1.966 0.774 9.978 1.399 21.821 -29.393 1.638 0.645 8.315 1.166 20.534 -27.659 20 2.171
0 16 96 2.438 0.926 12.443 1.674 24.178 -31.977 2.032 0.772 10.369 1.395 22.752 -30.091 20 2.38
0 16 104 2.97 1.098 15.223 1.985 26.421 -34.475 2.475 0.915 12.686 1.654 24.863 -32.442 20 2.582
0 16 112 3.56 1.288 18.302 2.329 28.554 -36.882 2.967 1.074 15.252 1.941 26.87 -34.707 20 2.778
0 16 120 4.189 1.491 21.586 2.695 30.54 -39.148 3.491 1.243 17.988 2.246 28.74 -36.84 20 2.962
0 16 128 4.86 1.708 25.089 3.087 32.419 -41.311 4.05 1.423 20.908 2.572 30.508 -38.875 20 3.139
0 16 136 5.64 1.959 29.163 3.542 34.369 -43.572 4.7 1.633 24.303 2.951 32.342 -41.003 20 3.325
0 16 144 6.439 2.217 33.333 4.007 36.164 -45.668 5.366 1.847 27.777 3.339 34.031 -42.975 20 3.499
0 16 152 7.247 2.477 37.55 4.478 37.817 -47.609 6.039 2.064 31.291 3.732 35.588 -44.802 20 3.662
0 16 160 8.073 2.744 41.865 4.96 39.374 -49.445 6.728 2.287 34.887 4.134 37.053 -46.529 20 3.818
0 16 168 8.927 3.019 46.323 5.458 40.865 -51.208 7.439 2.516 38.603 4.548 38.455 -48.189 20 3.969
0 16 176 9.813 3.305 50.949 5.975 42.306 -52.919 8.178 2.754 42.458 4.979 39.811 -49.798 20 4.117
0 16 184 10.746 3.606 55.819 6.519 43.724 -54.607 8.955 3.005 46.516 5.432 41.146 -51.387 20 4.266
0 16 192 11.774 3.938 61.189 7.118 45.189 -56.356 9.812 3.282 50.991 5.932 42.525 -53.033 20 4.421
0 16 200 13.134 4.377 68.289 7.911 46.993 -58.514 10.945 3.647 56.908 6.593 44.222 -55.064 20 4.617
0 16 208 14.614 4.854 76.015 8.75 48.811 -60.694 12.178 4.045 63.346 7.312 45.933 -57.116 20 4.813
0 16 216 16.209 5.368 84.342 9.596 50.63 -62.882 13.508 4.474 70.285 8.086 47.644 -59.174 20 4.994
0 16 224 17.878 5.907 93.057 10.424 52.404 -65.019 14.899 4.922 77.548 8.866 49.314 -61.185 20 5.165
0 16 232 19.41 6.401 101.055 11.141 53.933 -66.863 16.175 5.334 84.213 9.541 50.753 -62.921 20 5.312
0 16 240 20.929 6.891 108.984 11.817 55.368 -68.597 17.441 5.742 90.82 10.177 52.103 -64.552 20 5.451
0 16 248 22.794 7.492 118.723 12.604 57.034 -70.613 18.995 6.244 98.936 10.917 53.671 -66.449 20 5.612
0 24 0 0.138 0.385 0.024 0.696 -12.981 11.306 0.115 0.321 0.02 0.58 -12.216 10.639 20 1.022
0 24 8 0.155 0.39 0.112 0.706 -11.907 6.657 0.129 0.325 0.093 0.588 -11.205 6.264 20 0.813
0 24 16 0.183 0.4 0.259 0.722 -10.302 3.002 0.152 0.333 0.216 0.602 -9.694 2.825 20 0.644
0 24 24 0.247 0.42 0.592 0.759 -7.304 -1.612 0.206 0.35 0.493 0.633 -6.873 -1.517 20 0.459
0 24 32 0.338 0.45 1.071 0.813 -3.952 -5.656 0.282 0.375 0.892 0.677 -3.719 -5.323 20 0.429
0 24 40 0.448 0.485 1.641 0.877 -0.85 -8.983 0.373 0.404 1.368 0.73 -0.8 -8.453 20 0.552
0 24 48 0.593 0.532 2.4 0.961 2.382 -12.249 0.494 0.443 2.0 0.801 2.241 -11.527 20 0.753
0 24 56 0.784 0.593 3.396 1.072 5.691 -15.499 0.653 0.494 2.83 0.894 5.355 -14.585 20 0.99
0 24 64 1.026 0.671 4.659 1.214 8.968 -18.688 0.855 0.559 3.883 1.011 8.439 -17.586 20 1.239
0 24 72 1.303 0.761 6.107 1.375 11.945 -21.595 1.086 0.634 5.09 1.146 11.241 -20.322 20 1.473
0 24 80 1.641 0.87 7.874 1.573 14.873 -24.485 1.368 0.725 6.561 1.311 13.996 -23.041 20 1.709
0 24 88 2.047 1.001 9.992 1.809 17.729 -27.347 1.706 0.834 8.327 1.508 16.683 -25.735 20 1.945
0 24 96 2.519 1.153 12.457 2.085 20.466 -30.137 2.099 0.961 10.381 1.737 19.259 -28.36 20 2.176
0 24 104 3.052 1.325 15.237 2.395 23.047 -32.814 2.543 1.104 12.697 1.996 21.688 -30.879 20 2.398
0 24 112 3.641 1.515 18.316 2.739 25.478 -35.375 3.035 1.263 15.263 2.282 23.976 -33.289 20 2.611
0 24 120 4.27 1.718 21.6 3.106 27.719 -37.771 3.559 1.432 18.0 2.588 26.085 -35.544 20 2.811
0 24 128 4.941 1.934 25.103 3.497 29.819 -40.045 4.118 1.612 20.92 2.914 28.061 -37.684 20 3.001
0 24 136 5.722 2.186 29.177 3.952 31.977 -42.412 4.768 1.822 24.314 3.293 30.092 -39.911 20 3.2
0 24 144 6.52 2.444 33.347 4.417 33.947 -44.594 5.434 2.036 27.789 3.681 31.946 -41.965 20 3.386
0 24 152 7.328 2.704 37.564 4.888 35.749 -46.609 6.107 2.254 31.303 4.074 33.641 -43.861 20 3.558
0 24 160 8.154 2.971 41.879 5.37 37.434 -48.507 6.795 2.476 34.899 4.475 35.227 -45.647 20 3.722
0 24 168 9.008 3.246 46.337 5.868 39.038 -50.327 7.507 2.705 38.614 4.89 36.736 -47.359 20 3.881
0 24 176 9.894 3.532 50.963 6.385 40.58 -52.087 8.245 2.943 42.469 5.321 38.188 -49.016 20 4.036
0 24 184 10.827 3.833 55.833 6.929 42.092 -53.821 9.023 3.194 46.527 5.774 39.61 -50.648 20 4.191
0 24 192 11.856 4.165 61.203 7.528 43.646 -55.614 9.88 3.471 51.003 6.274 41.073 -52.334 20 4.353
0 24 200 13.216 4.603 68.303 8.317 45.551 -57.821 11.013 3.836 56.919 6.935 42.865 -54.411 20 4.555
0 24 208 14.695 5.081 76.029 9.13 47.461 -60.046 12.246 4.234 63.357 7.654 44.663 -56.506 20 4.748
0 24 216 16.29 5.595 84.356 9.951 49.366 -62.275 13.575 4.663 70.297 8.421 46.455 -58.603 20 4.929
0 24 224 17.96 6.134 93.071 10.758 51.216 -64.448 14.966 5.111 77.559 9.181 48.196 -60.648 20 5.104
0 24 232 19.491 6.628 101.069 11.458 52.805 -66.322 16.243 5.523 84.224 9.839 49.691 -62.412 20 5.254
0 24 240 21.01 7.118 108.998 12.119 54.292 -68.081 17.508 5.931 90.832 10.461 51.091 -64.067 20 5.396
0 24 248 22.875 7.719 118.737 12.89 56.016 -70.125 19.063 6.433 98.947 11.186 52.713 -65.99 20 5.56
0 32 0 0.256 0.715 0.044 1.293 -15.959 13.899 0.213 0.596 0.037 1.077 -15.018 13.079 20 1.266
0 32 8 0.273 0.721 0.133 1.303 -15.233 10.155 0.228 0.601 0.11 1.086 -14.334 9.556 20 1.101
0 32 16 0.301 0.73 0.28 1.319 -14.095 6.731 0.251 0.608 0.233 1.099 -13.264 6.334 20 0.947
0 32 24 0.365 0.75 0.612 1.356 -11.807 2.181 0.304 0.625 0.51 1.13 -11.111 2.052 20 0.743
0 32 32 0.457 0.78 1.091 1.41 -9.022 -1.924 0.381 0.65 0.91 1.175 -8.49 -1.811 20 0.593
0 32 40 0.566 0.815 1.662 1.474 -6.253 -5.359 0.472 0.679 1.385 1.228 -5.884 -5.043 20 0.544
0 32 48 0.711 0.862 2.42 1.558 -3.198 -8.775 0.593 0.718 2.017 1.299 -3.009 -8.257 20 0.609
0 32 56 0.902 0.924 3.416 1.67 0.088 -12.206 0.752 0.77 2.847 1.391 0.083 -11.486 20 0.772
0 32 64 1.144 1.002 4.68 1.811 3.473 -15.599 0.953 0.835 3.9 1.509 3.269 -14.679 20 0.989
0 32 72 1.421 1.091 6.128 1.972 6.641 -18.707 1.184 0.909 5.107 1.644 6.249 -17.604 20 1.216
0 32 80 1.76 1.2 7.894 2.17 9.822 -21.803 1.466 1.0 6.579 1.808 9.242 -20.517 20 1.456
0 32 88 2.165 1.331 10.013 2.406 12.969 -24.869 1.804 1.109 8.344 2.005 12.205 -23.403 20 1.702
0 32 96 2.638 1.483 12.478 2.682 16.013 -27.854 2.198 1.236 10.398 2.235 15.069 -26.211 20 1.946
0 32 104 3.17 1.655 15.257 2.992 18.894 -30.709 2.642 1.379 12.715 2.493 17.78 -28.898 20 2.184
0 32 112 3.76 1.845 18.337 3.336 21.61 -33.432 3.133 1.538 15.281 2.78 20.335 -31.461 20 2.412
0 32 120 4.389 2.048 21.62 3.703 24.108 -35.971 3.657 1.707 18.017 3.085 22.687 -33.85 20 2.627
0 32 128 5.06 2.265 25.124 4.094 26.441 -38.371 4.216 1.887 20.937 3.412 24.882 -36.108 20 2.831
0 32 136 5.84 2.516 29.198 4.549 28.829 -40.859 4.867 2.097 24.332 3.791 27.129 -38.449 20 3.044
0 32 144 6.639 2.774 33.367 5.014 30.998 -43.145 5.532 2.312 27.806 4.179 29.171 -40.601 20 3.242
0 32 152 7.446 3.035 37.584 5.485 32.973 -45.249 6.205 2.529 31.32 4.571 31.028 -42.581 20 3.426
0 32 160 8.273 3.301 41.899 5.967 34.811 -47.225 6.894 2.751 34.916 4.973 32.758 -44.441 20 3.599
0 32 168 9.127 3.577 46.358 6.465 36.552 -49.115 7.606 2.98 38.631 5.388 34.397 -46.219 20 3.767
0 32 176 10.013 3.862 50.984 6.982 38.22 -50.938 8.344 3.219 42.487 5.818 35.966 -47.935 20 3.931
0 32 184 10.945 4.163 55.853 7.526 39.848 -52.731 9.121 3.469 46.544 6.271 37.498 -49.621 20 4.094
0 32 192 11.974 4.495 61.224 8.125 41.515 -54.58 9.978 3.746 51.02 6.771 39.067 -51.361 20 4.264
0 32 200 13.334 4.934 68.324 8.885 43.549 -56.851 11.112 4.111 56.936 7.432 40.981 -53.499 20 4.466
0 32 208 14.814 5.411 76.049 9.663 45.58 -59.136 12.345 4.509 63.375 8.15 42.893 -55.649 20 4.655
0 32 216 16.409 5.925 84.377 10.452 47.596 -61.42 13.674 4.938 70.314 8.892 44.789 -57.798 20 4.84
0 32 224 18.078 6.464 93.092 11.23 49.546 -63.643 15.065 5.387 77.577 9.625 46.625 -59.89 20 5.019
0 32 232 19.61 6.958 101.09 11.907 51.216 -65.556 16.341 5.798 84.241 10.262 48.196 -61.691 20 5.174
0 32 240 21.128 7.448 109.019 12.547 52.775 -67.35 17.607 6.206 90.849 10.864 49.663 -63.379 20 5.319
0 32 248 22.994 8.049 118.757 13.296 54.576 -69.431 19.161 6.708 98.964 11.569 51.358 -65.338 20 5.486
0 40 0 0.398 1.112 0.069 2.01 -18.488 16.101 0.332 0.927 0.058 1.675 -17.398 15.152 20 1.484
0 40 8 0.415 1.118 0.157 2.02 -17.942 12.985 0.346 0.931 0.131 1.683 -16.884 12.219 20 1.349
0 40 16 0.443 1.127 0.304 2.037 -17.068 9.809 0.369 0.939 0.254 1.697 -16.061 9.231 20 1.209
0 40 24 0.507 1.147 0.637 2.074 -15.245 5.388 0.423 0.956 0.531 1.728 -14.346 5.07 20 1.014
0 40 32 0.599 1.177 1.116 2.127 -12.916 1.297 0.499 0.981 0.93 1.773 -12.154 1.221 20 0.844
0 40 40 0.708 1.212 1.686 2.191 -10.493 -2.174 0.59 1.01 1.405 1.826 -9.875 -2.046 20 0.73
0 40 48 0.853 1.259 2.445 2.276 -7.711 -5.658 0.711 1.049 2.037 1.896 -7.256 -5.325 20 0.68
0 40 56 1.044 1.32 3.441 2.387 -4.605 -9.189 0.87 1.1 2.867 1.989 -4.333 -8.647 20 0.725
0 40 64 1.286 1.398 4.705 2.528 -1.297 -12.703 1.072 1.165 3.921 2.107 -1.221 -11.954 20 0.863
0 40 72 1.563 1.488 6.153 2.69 1.883 -15.94 1.303 1.24 5.127 2.241 1.772 -15.0 20 1.047
0 40 80 1.902 1.597 7.919 2.887 5.146 -19.178 1.585 1.331 6.599 2.406 4.843 -18.047 20 1.266
0 40 88 2.307 1.728 10.037 3.124 8.434 -22.393 1.923 1.44 8.364 2.603 7.936 -21.073 20 1.504
0 40 96 2.78 1.88 12.503 3.399 11.655 -25.528 2.316 1.567 10.419 2.832 10.968 -24.022 20 1.749
0 40 104 3.312 2.052 15.282 3.709 14.735 -28.527 2.76 1.71 12.735 3.091 13.866 -26.845 20 1.992
0 40 112 3.902 2.242 18.361 4.053 17.656 -31.388 3.252 1.868 15.301 3.378 16.615 -29.537 20 2.228
0 40 120 4.531 2.445 21.645 4.42 20.355 -34.05 3.776 2.038 18.037 3.683 19.154 -32.043 20 2.452
0 40 128 5.202 2.661 25.149 4.811 22.879 -36.564 4.335 2.218 20.957 4.009 21.53 -34.408 20 2.667
0 40 136 5.982 2.913 29.223 5.266 25.464 -39.165 4.985 2.428 24.352 4.388 23.963 -36.856 20 2.891
0 40 144 6.781 3.171 33.392 5.732 27.811 -41.551 5.651 2.642 27.826 4.776 26.171 -39.101 20 3.099
0 40 152 7.588 3.431 37.609 6.203 29.943 -43.741 6.324 2.859 31.341 5.169 28.178 -41.162 20 3.292
0 40 160 8.415 3.698 41.924 6.685 31.925 -45.795 7.012 3.082 34.937 5.571 30.043 -43.095 20 3.475
0 40 168 9.269 3.973 46.382 7.183 33.799 -47.755 7.724 3.311 38.652 5.985 31.806 -44.939 20 3.652
0 40 176 10.155 4.259 51.009 7.699 35.59 -49.643 8.462 3.549 42.507 6.416 33.491 -46.715 20 3.823
0 40 184 11.087 4.56 55.878 8.241 37.333 -51.495 9.24 3.8 46.565 6.869 35.132 -48.459 20 3.993
0 40 192 12.116 4.892 61.248 8.815 39.115 -53.403 10.097 4.076 51.04 7.369 36.808 -50.254 20 4.162
0 40 200 13.476 5.33 68.348 9.535 41.281 -55.742 11.23 4.442 56.957 8.03 38.847 -52.455 20 4.358
0 40 208 14.956 5.808 76.074 10.276 43.438 -58.091 12.463 4.84 63.395 8.727 40.876 -54.666 20 4.549
0 40 216 16.551 6.322 84.401 11.03 45.571 -60.434 13.792 5.268 70.334 9.436 42.884 -56.87 20 4.739
0 40 224 18.22 6.861 93.116 11.776 47.628 -62.711 15.183 5.717 77.597 10.139 44.82 -59.013 20 4.924
0 40 232 19.752 7.355 101.114 12.428 49.385 -64.668 16.46 6.129 84.262 10.752 46.473 -60.855 20 5.082
0 40 240 21.27 7.845 109.043 13.045 51.02 -66.5 17.725 6.537 90.869 11.333 48.012 -62.579 20 5.231
0 40 248 23.136 8.446 118.782 13.77 52.906 -68.623 19.28 7.039 98.985 12.014 49.786 -64.577 20 5.402
0 48 0 0.589 1.644 0.102 2.971 -21.06 18.341 0.491 1.37 0.085 2.476 -19.818 17.26 20 1.72
0 48 8 0.606 1.649 0.19 2.981 -20.637 15.744 0.505 1.374 0.159 2.484 -19.42 14.816 20 1.609
0 48 16 0.634 1.658 0.337 2.998 -19.951 12.843 0.528 1.382 0.281 2.498 -18.774 12.085 20 1.486
0 48 24 0.697 1.679 0.67 3.035 -18.485 8.602 0.581 1.399 0.558 2.529 -17.395 8.095 20 1.304
0 48 32 0.789 1.708 1.149 3.088 -16.551 4.571 0.658 1.424 0.958 2.574 -15.575 4.302 20 1.136
0 48 40 0.898 1.744 1.719 3.152 -14.469 1.102 0.749 1.453 1.433 2.627 -13.616 1.037 20 1.004
0 48 48 1.044 1.791 2.478 3.237 -12.0 -2.415 0.87 1.492 2.065 2.697 -11.292 -2.272 20 0.901
0 48 56 1.234 1.852 3.474 3.348 -9.153 -6.005 1.029 1.543 2.895 2.79 -8.613 -5.651 20 0.853
0 48 64 1.477 1.93 4.738 3.489 -6.029 -9.603 1.23 1.608 3.948 2.908 -5.674 -9.037 20 0.886
0 48 72 1.754 2.02 6.186 3.651 -2.946 -12.936 1.462 1.683 5.155 3.042 -2.772 -12.173 20 0.991
0 48 80 2.092 2.129 7.952 3.848 0.289 -16.284 1.743 1.774 6.627 3.207 0.272 -15.324 20 1.155
0 48 88 2.498 2.26 10.07 4.085 3.612 -19.622 2.082 1.883 8.392 3.404 3.399 -18.465 20 1.359
0 48 96 2.97 2.412 12.536 4.36 6.921 -22.885 2.475 2.01 10.446 3.633 6.513 -21.536 20 1.586
0 48 104 3.502 2.584 15.315 4.67 10.126 -26.014 2.919 2.153 12.763 3.892 9.529 -24.48 20 1.821
0 48 112 4.092 2.774 18.394 5.014 13.197 -29.001 3.41 2.312 15.329 4.179 12.419 -27.291 20 2.056
0 48 120 4.721 2.977 21.678 5.381 16.055 -31.783 3.934 2.481 18.065 4.484 15.108 -29.909 20 2.283
0 48 128 5.392 3.193 25.182 5.772 18.742 -34.409 4.494 2.661 20.985 4.81 17.637 -32.38 20 2.503
0 48 136 6.172 3.445 29.256 6.227 21.504 -37.125 5.144 2.871 24.38 5.189 20.236 -34.936 20 2.734
0 48 144 6.971 3.702 33.425 6.693 24.018 -39.613 5.809 3.085 27.854 5.577 22.602 -37.277 20 2.951
0 48 152 7.779 3.963 37.642 7.164 26.305 -41.895 6.482 3.302 31.368 5.97 24.754 -39.425 20 3.152
0 48 160 8.605 4.23 41.957 7.646 28.431 -44.032 7.171 3.525 34.964 6.371 26.755 -41.436 20 3.343
0 48 168 9.459 4.505 46.415 8.143 30.441 -46.069 7.883 3.754 38.679 6.786 28.647 -43.353 20 3.527
0 48 176 10.345 4.791 51.042 8.643 32.361 -48.028 8.621 3.992 42.535 7.217 30.453 -45.196 20 3.701
0 48 184 11.278 5.092 55.911 9.148 34.228 -49.948 9.398 4.243 46.592 7.67 32.21 -47.003 20 3.864
0 48 192 12.306 5.423 61.281 9.683 36.133 -51.923 10.255 4.52 51.068 8.169 34.003 -48.861 20 4.026
0 48 200 13.666 5.862 68.381 10.358 38.446 -54.341 11.389 4.885 56.985 8.803 36.179 -51.136 20 4.221
0 48 208 15.146 6.339 76.107 11.054 40.744 -56.764 12.622 5.283 63.423 9.459 38.342 -53.417 20 4.418
0 48 216 16.741 6.854 84.434 11.767 43.011 -59.176 13.951 5.712 70.362 10.13 40.475 -55.687 20 4.614
0 48 224 18.41 7.392 93.149 12.476 45.193 -61.518 15.342 6.16 77.625 10.797 42.528 -57.89 20 4.804
0 48 232 19.942 7.886 101.147 13.097 47.051 -63.526 16.618 6.572 84.289 11.381 44.277 -59.781 20 4.967
0 48 240 21.461 8.376 109.076 13.687 48.778 -65.405 17.884 6.98 90.897 11.937 45.902 -61.548 20 5.119
