r, g, b, x, y, z, L1, a1, b1, new_x, new_y, new_z, L2, a2, b2, percentage, d
0 40 160 33.659 14.792 167.695 19.883 50.678 -72.695 30.599 13.447 152.45 18.761 49.093 -70.422 10 2.99
0 40 168 37.075 15.893 185.53 20.753 53.653 -75.806 33.705 14.449 168.663 19.604 51.975 -73.435 10 3.123
0 40 176 40.619 17.037 204.034 21.614 56.495 -78.803 36.927 15.488 185.485 20.438 54.729 -76.338 10 3.252
0 40 184 44.35 18.24 223.512 22.479 59.263 -81.743 40.318 16.582 203.192 21.276 57.409 -79.187 10 3.379
0 40 192 48.464 19.567 244.993 23.391 62.09 -84.772 44.059 17.788 222.721 22.159 60.149 -82.121 10 3.509
0 40 200 53.904 21.322 273.394 24.535 65.53 -88.485 49.004 19.383 248.54 23.267 63.48 -85.718 10 3.669
0 40 208 59.823 23.231 304.296 25.71 68.953 -92.214 54.384 21.119 276.633 24.406 66.797 -89.33 10 3.83
0 40 216 66.203 25.289 337.605 26.907 72.339 -95.933 60.184 22.99 306.914 25.566 70.077 -92.933 10 3.99
0 40 224 72.88 27.442 372.466 28.092 75.605 -99.547 66.254 24.948 338.605 26.713 73.241 -96.434 10 4.145
0 40 232 79.007 29.419 404.457 29.126 78.394 -102.654 71.825 26.744 367.688 27.715 75.942 -99.444 10 4.278
0 40 240 85.082 31.378 436.173 30.107 80.99 -105.562 77.347 28.526 396.521 28.665 78.457 -102.261 10 4.403
0 40 248 92.543 33.785 475.128 31.257 83.982 -108.932 84.13 30.714 431.935 29.779 81.356 -105.526 10 4.548
0 48 0 2.355 6.575 0.408 11.385 -33.43 29.115 2.14 5.977 0.371 10.529 -32.385 28.205 10 1.629
0 48 8 2.422 6.597 0.761 11.416 -32.759 24.992 2.202 5.997 0.692 10.558 -31.735 24.211 10 1.548
0 48 16 2.535 6.633 1.35 11.466 -31.67 20.387 2.304 6.03 1.227 10.607 -30.679 19.749 10 1.458
0 48 24 2.79 6.715 2.68 11.579 -29.344 13.655 2.536 6.105 2.436 10.716 -28.426 13.228 10 1.33
0 48 32 3.157 6.834 4.596 11.74 -26.272 7.256 2.87 6.212 4.178 10.873 -25.451 7.029 10 1.216
0 48 40 3.594 6.975 6.878 11.929 -22.968 1.749 3.267 6.341 6.253 11.056 -22.25 1.694 10 1.132
0 48 48 4.175 7.162 9.911 12.177 -19.048 -3.833 3.795 6.511 9.01 11.296 -18.452 -3.713 10 1.07
0 48 56 4.938 7.408 13.895 12.497 -14.53 -9.532 4.489 6.735 12.632 11.605 -14.075 -9.234 10 1.044
0 48 64 5.906 7.721 18.951 12.892 -9.571 -15.244 5.369 7.019 17.228 11.988 -9.272 -14.767 10 1.064
0 48 72 7.015 8.078 24.742 13.331 -4.677 -20.534 6.378 7.344 22.493 12.414 -4.531 -19.892 10 1.129
0 48 80 8.369 8.515 31.807 13.85 0.459 -25.849 7.608 7.741 28.916 12.917 0.444 -25.04 10 1.235
0 48 88 9.991 9.038 40.281 14.45 5.733 -31.147 9.083 8.217 36.619 13.498 5.554 -30.173 10 1.374
0 48 96 11.88 9.648 50.142 15.119 10.987 -36.328 10.8 8.771 45.584 14.146 10.643 -35.192 10 1.535
0 48 104 14.01 10.334 61.26 15.841 16.075 -41.295 12.736 9.395 55.691 14.845 15.572 -40.004 10 1.706
0 48 112 16.369 11.095 73.577 16.604 20.949 -46.037 14.881 10.087 66.888 15.584 20.294 -44.597 10 1.882
0 48 120 18.884 11.907 86.712 17.38 25.485 -50.453 17.168 10.824 78.829 16.336 24.688 -48.875 10 2.053
0 48 128 21.569 12.773 100.726 18.17 29.751 -54.621 19.608 11.612 91.57 17.102 28.82 -52.913 10 2.219
0 48 136 24.69 13.779 117.022 19.046 34.136 -58.932 22.445 12.527 106.384 17.95 33.069 -57.089 10 2.395
0 48 144 27.884 14.81 133.699 19.898 38.126 -62.882 25.349 13.463 121.545 18.776 36.934 -60.915 10 2.559
0 48 152 31.115 15.852 150.568 20.721 41.757 -66.504 28.286 14.411 136.88 19.573 40.451 -64.424 10 2.711
0 48 160 34.421 16.918 167.827 21.527 45.132 -69.897 31.292 15.38 152.57 20.353 43.72 -67.711 10 2.854
0 48 168 37.837 18.02 185.662 22.324 48.323 -73.13 34.397 16.382 168.783 21.126 46.812 -70.843 10 2.992
0 48 176 41.381 19.163 204.166 23.118 51.37 -76.24 37.619 17.421 185.605 21.895 49.763 -73.856 10 3.124
0 48 184 45.111 20.367 223.644 23.92 54.333 -79.288 41.01 18.515 203.312 22.672 52.634 -76.809 10 3.255
0 48 192 49.226 21.694 245.125 24.769 57.358 -82.423 44.751 19.722 222.841 23.494 55.564 -79.845 10 3.389
0 48 200 54.666 23.448 273.526 25.84 61.03 -86.26 49.696 21.317 248.66 24.532 59.121 -83.563 10 3.554
0 48 208 60.584 25.358 304.429 26.946 64.677 -90.107 55.077 23.052 276.753 25.603 62.655 -87.289 10 3.719
0 48 216 66.964 27.415 337.737 28.078 68.276 -93.937 60.877 24.923 307.034 26.699 66.141 -90.999 10 3.884
0 48 224 73.641 29.569 372.598 29.203 71.739 -97.653 66.947 26.881 338.725 27.79 69.496 -94.599 10 4.044
0 48 232 79.769 31.546 404.589 30.189 74.689 -100.842 72.517 28.678 367.808 28.744 72.354 -97.688 10 4.182
0 48 240 85.843 33.505 436.305 31.126 77.43 -103.824 78.039 30.459 396.641 29.652 75.009 -100.577 10 4.31
