r, g, b, x, y, z, L1, a1, b1, new_x, new_y, new_z, L2, a2, b2, percentage, d
8 88 192 14.283 10.833 61.616 16.345 14.891 -40.612 10.987 8.333 47.397 13.636 13.644 -37.211 30 4.523
8 88 200 15.642 11.272 68.716 16.776 17.784 -43.438 12.033 8.67 52.858 14.031 16.295 -39.8 30 4.794
8 88 208 17.122 11.749 76.442 17.232 20.683 -46.264 13.171 9.038 58.801 14.449 18.951 -42.39 30 5.075
8 88 216 18.717 12.263 84.769 17.71 23.561 -49.072 14.398 9.433 65.207 14.887 21.588 -44.962 30 5.362
8 88 224 20.386 12.802 93.484 18.196 26.343 -51.788 15.682 9.848 71.911 15.333 24.137 -47.451 30 5.646
8 88 232 21.918 13.296 101.482 18.631 28.717 -54.111 16.86 10.228 78.063 15.731 26.313 -49.58 30 5.893
8 88 240 23.437 13.786 109.411 19.051 30.926 -56.277 18.028 10.604 84.162 16.116 28.336 -51.564 30 6.126
8 88 248 25.302 14.387 119.15 19.554 33.465 -58.775 19.463 11.067 91.654 16.576 30.662 -53.853 30 6.399
8 96 0 3.192 8.804 0.545 14.184 -36.465 32.107 2.455 6.772 0.419 11.657 -33.411 29.418 30 4.79
8 96 8 3.208 8.809 0.633 14.19 -36.327 31.096 2.468 6.776 0.487 11.662 -33.285 28.492 30 4.736
8 96 16 3.237 8.818 0.781 14.201 -36.097 29.602 2.49 6.783 0.601 11.672 -33.075 27.123 30 4.656
8 96 24 3.3 8.839 1.113 14.224 -35.585 26.821 2.539 6.799 0.856 11.693 -32.605 24.575 30 4.509
8 96 32 3.392 8.869 1.592 14.258 -34.861 23.674 2.609 6.822 1.225 11.724 -31.942 21.692 30 4.344
8 96 40 3.501 8.904 2.163 14.298 -34.019 20.682 2.693 6.849 1.664 11.761 -31.17 18.95 30 4.189
8 96 48 3.647 8.951 2.921 14.351 -32.93 17.448 2.805 6.885 2.247 11.809 -30.173 15.987 30 4.025
8 96 56 3.837 9.012 3.917 14.42 -31.551 13.984 2.952 6.932 3.013 11.873 -28.909 12.813 30 3.852
8 96 64 4.079 9.09 5.181 14.508 -29.877 10.377 3.138 6.992 3.985 11.953 -27.375 9.508 30 3.68
8 96 72 4.357 9.18 6.629 14.608 -28.055 6.933 3.351 7.061 5.099 12.045 -25.705 6.353 30 3.525
8 96 80 4.695 9.289 8.395 14.728 -25.954 3.387 3.612 7.145 6.458 12.155 -23.78 3.103 30 3.38
8 96 88 5.101 9.42 10.513 14.872 -23.589 -0.229 3.924 7.246 8.087 12.287 -21.614 -0.209 30 3.254
8 96 96 5.573 9.572 12.979 15.038 -21.024 -3.832 4.287 7.363 9.984 12.439 -19.263 -3.511 30 3.156
8 96 104 6.105 9.744 15.758 15.222 -18.337 -7.346 4.696 7.495 12.122 12.608 -16.802 -6.731 30 3.094
8 96 112 6.695 9.934 18.838 15.424 -15.579 -10.748 5.15 7.641 14.49 12.793 -14.274 -9.848 30 3.072
8 96 120 7.324 10.137 22.121 15.637 -12.853 -13.954 5.634 7.798 17.016 12.987 -11.777 -12.785 30 3.089
8 96 128 7.995 10.353 25.625 15.86 -10.154 -17.009 6.15 7.964 19.711 13.192 -9.304 -15.585 30 3.142
8 96 136 8.775 10.605 29.699 16.116 -7.249 -20.194 6.75 8.158 22.845 13.427 -6.642 -18.503 30 3.234
8 96 144 9.574 10.863 33.868 16.374 -4.497 -23.132 7.365 8.356 26.052 13.663 -4.12 -21.195 30 3.353
8 96 152 10.382 11.123 38.085 16.631 -1.908 -25.838 7.986 8.556 29.296 13.898 -1.748 -23.675 30 3.489
8 96 160 11.208 11.39 42.4 16.89 0.566 -28.383 8.622 8.761 32.615 14.135 0.518 -26.006 30 3.638
8 96 168 12.062 11.665 46.859 17.153 2.958 -30.813 9.279 8.973 36.045 14.376 2.711 -28.233 30 3.798
8 96 176 12.948 11.951 51.485 17.421 5.288 -33.155 9.96 9.193 39.604 14.623 4.845 -30.378 30 3.967
8 96 184 13.881 12.252 56.354 17.699 7.592 -35.451 10.678 9.424 43.349 14.877 6.957 -32.483 30 4.145
8 96 192 14.909 12.584 61.725 18.001 9.979 -37.813 11.469 9.68 47.48 15.154 9.143 -34.647 30 4.34
8 96 200 16.269 13.022 68.825 18.391 12.917 -40.704 12.515 10.017 52.942 15.511 11.835 -37.296 30 4.592
8 96 208 17.749 13.499 76.55 18.807 15.872 -43.598 13.653 10.384 58.885 15.892 14.543 -39.948 30 4.857
8 96 216 19.344 14.014 84.878 19.243 18.817 -46.474 14.88 10.78 65.29 16.292 17.241 -42.582 30 5.132
8 96 224 21.013 14.552 93.593 19.689 21.672 -49.257 16.164 11.194 71.994 16.7 19.857 -45.132 30 5.407
8 96 232 22.545 15.046 101.591 20.088 24.115 -51.638 17.342 11.574 78.147 17.066 22.096 -47.314 30 5.649
8 96 240 24.064 15.536 109.52 20.476 26.392 -53.858 18.511 11.951 84.246 17.421 24.182 -49.348 30 5.878
8 96 248 25.929 16.138 119.258 20.941 29.015 -56.42 19.945 12.414 91.737 17.847 26.585 -51.695 30 6.148
8 104 0 3.895 10.767 0.667 16.279 -39.07 34.332 2.996 8.283 0.513 13.576 -35.799 31.457 30 5.126
8 104 8 3.912 10.773 0.755 16.285 -38.949 33.441 3.009 8.287 0.581 13.581 -35.688 30.641 30 5.078
8 104 16 3.94 10.782 0.903 16.294 -38.748 32.097 3.031 8.294 0.694 13.59 -35.503 29.409 30 5.007
8 104 24 4.004 10.802 1.235 16.314 -38.298 29.533 3.08 8.31 0.95 13.608 -35.091 27.06 30 4.871
8 104 32 4.095 10.832 1.714 16.344 -37.66 26.562 3.15 8.332 1.319 13.635 -34.506 24.337 30 4.715
8 104 40 4.205 10.867 2.285 16.379 -36.914 23.688 3.234 8.359 1.757 13.668 -33.823 21.704 30 4.565
8 104 48 4.35 10.914 3.043 16.425 -35.945 20.546 3.346 8.396 2.341 13.71 -32.935 18.826 30 4.404
8 104 56 4.541 10.976 4.039 16.486 -34.712 17.151 3.493 8.443 3.107 13.766 -31.805 15.714 30 4.232
8 104 64 4.783 11.054 5.303 16.563 -33.204 13.591 3.679 8.503 4.079 13.836 -30.423 12.453 30 4.057
8 104 72 5.06 11.143 6.751 16.651 -31.549 10.177 3.892 8.572 5.193 13.917 -28.907 9.324 30 3.896
8 104 80 5.398 11.252 8.517 16.757 -29.626 6.645 4.153 8.656 6.552 14.014 -27.145 6.088 30 3.74
8 104 88 5.804 11.383 10.635 16.883 -27.443 3.033 4.465 8.756 8.181 14.13 -25.145 2.779 30 3.596
8 104 96 6.276 11.536 13.101 17.029 -25.053 -0.577 4.828 8.874 10.077 14.264 -22.955 -0.528 30 3.472
8 104 104 6.809 11.707 15.88 17.193 -22.529 -4.106 5.237 9.006 12.216 14.413 -20.642 -3.762 30 3.377
8 104 112 7.398 11.898 18.959 17.371 -19.915 -7.53 5.691 9.152 14.584 14.577 -18.247 -6.899 30 3.315
8 104 120 8.027 12.1 22.243 17.56 -17.311 -10.763 6.175 9.308 17.11 14.75 -15.862 -9.862 30 3.288
8 104 128 8.698 12.317 25.747 17.759 -14.715 -13.849 6.691 9.474 19.805 14.932 -13.483 -12.689 30 3.295
8 104 136 9.479 12.569 29.821 17.987 -11.9 -17.071 7.291 9.668 22.939 15.141 -10.903 -15.642 30 3.337
8 104 144 10.277 12.826 33.99 18.218 -9.215 -20.047 7.906 9.866 26.146 15.352 -8.444 -18.369 30 3.409
8 104 152 11.085 13.087 38.207 18.448 -6.676 -22.793 8.527 10.067 29.39 15.563 -6.117 -20.884 30 3.504
8 104 160 11.911 13.353 42.522 18.68 -4.237 -25.377 9.163 10.272 32.709 15.776 -3.882 -23.252 30 3.616
8 104 168 12.765 13.629 46.981 18.917 -1.867 -27.847 9.819 10.484 36.139 15.993 -1.71 -25.515 30 3.743
8 104 176 13.651 13.914 51.607 19.16 0.451 -30.229 10.501 10.703 39.697 16.215 0.413 -27.698 30 3.883
8 104 184 14.584 14.215 56.476 19.411 2.752 -32.567 11.218 10.935 43.443 16.446 2.522 -29.84 30 4.035
8 104 192 15.613 14.547 61.846 19.685 5.144 -34.974 12.01 11.19 47.574 16.696 4.713 -32.045 30 4.206
8 104 200 16.973 14.986 68.947 20.04 8.101 -37.921 13.056 11.528 53.036 17.022 7.422 -34.746 30 4.433
8 104 208 18.452 15.463 76.672 20.418 11.087 -40.874 14.194 11.895 58.979 17.369 10.159 -37.452 30 4.677
8 104 216 20.047 15.978 84.999 20.818 14.074 -43.81 15.421 12.29 65.384 17.735 12.896 -40.142 30 4.935
8 104 224 21.716 16.516 93.715 21.227 16.979 -46.653 16.705 12.705 72.088 18.109 15.557 -42.747 30 5.196
8 104 232 23.248 17.01 101.712 21.594 19.472 -49.087 17.883 13.085 78.24 18.446 17.842 -44.976 30 5.428
8 104 240 24.767 17.5 109.641 21.952 21.801 -51.357 19.052 13.461 84.34 18.774 19.975 -47.056 30 5.65
8 104 248 26.632 18.102 119.38 22.382 24.489 -53.976 20.486 13.924 91.831 19.168 22.438 -49.456 30 5.913
8 112 0 4.671 12.935 0.802 18.315 -41.593 36.495 3.593 9.95 0.617 15.441 -38.11 33.439 30 5.452
8 112 8 4.688 12.941 0.89 18.32 -41.486 35.701 3.606 9.955 0.685 15.446 -38.012 32.711 30 5.41
8 112 16 4.716 12.95 1.037 18.328 -41.308 34.485 3.628 9.962 0.798 15.453 -37.849 31.598 30 5.345
8 112 24 4.78 12.971 1.37 18.346 -40.908 32.117 3.677 9.977 1.054 15.47 -37.482 29.428 30 5.219
8 112 32 4.872 13.0 1.849 18.372 -40.339 29.313 3.747 10.0 1.422 15.494 -36.961 26.858 30 5.072
8 112 40 4.981 13.035 2.419 18.403 -39.673 26.558 3.832 10.027 1.861 15.522 -36.351 24.334 30 4.928
8 112 48 5.126 13.082 3.177 18.444 -38.805 23.513 3.943 10.063 2.444 15.56 -35.555 21.544 30 4.77
8 112 56 5.317 13.144 4.173 18.498 -37.694 20.192 4.09 10.111 3.21 15.609 -34.537 18.502 30 4.601
8 112 64 5.559 13.222 5.437 18.566 -36.328 16.688 4.276 10.171 4.183 15.672 -33.286 15.291 30 4.426
8 112 72 5.836 13.311 6.885 18.644 -34.82 13.309 4.49 10.239 5.296 15.743 -31.904 12.194 30 4.261
8 112 80 6.175 13.42 8.652 18.738 -33.056 9.8 4.75 10.323 6.655 15.829 -30.288 8.98 30 4.099
8 112 88 6.58 13.551 10.77 18.851 -31.039 6.2 5.062 10.424 8.285 15.933 -28.44 5.681 30 3.942
8 112 96 7.053 13.704 13.235 18.981 -28.815 2.592 5.425 10.541 10.181 16.052 -26.402 2.375 30 3.801
8 112 104 7.585 13.875 16.015 19.127 -26.447 -0.944 5.835 10.673 12.319 16.185 -24.233 -0.865 30 3.683
8 112 112 8.175 14.066 19.094 19.286 -23.978 -4.382 6.288 10.82 14.688 16.332 -21.97 -4.015 30 3.591
8 112 120 8.804 14.268 22.378 19.455 -21.501 -7.633 6.772 10.976 17.214 16.486 -19.7 -6.994 30 3.531
8 112 128 9.475 14.485 25.881 19.634 -19.014 -10.742 7.288 11.142 19.909 16.65 -17.422 -9.843 30 3.5
8 112 136 10.255 14.737 29.955 19.839 -16.301 -13.993 7.888 11.336 23.042 16.838 -14.936 -12.821 30 3.499
8 112 144 11.054 14.994 34.124 20.046 -13.699 -16.999 8.503 11.534 26.25 17.028 -12.552 -15.576 30 3.529
8 112 152 11.861 15.255 38.342 20.254 -11.224 -19.776 9.124 11.734 29.494 17.218 -10.284 -18.12 30 3.584
8 112 160 12.688 15.521 42.657 20.464 -8.835 -22.391 9.76 11.939 32.813 17.41 -8.095 -20.516 30 3.659
8 112 168 13.542 15.797 47.115 20.678 -6.504 -24.894 10.417 12.151 36.242 17.607 -5.959 -22.81 30 3.752
8 112 176 14.428 16.083 51.741 20.898 -4.215 -27.31 11.098 12.371 39.801 17.808 -3.862 -25.023 30 3.86
8 112 184 15.36 16.383 56.611 21.127 -1.934 -29.683 11.816 12.603 43.547 18.018 -1.772 -27.198 30 3.984
8 112 192 16.389 16.715 61.981 21.376 0.446 -32.128 12.607 12.858 47.678 18.246 0.409 -29.437 30 4.127
8 112 200 17.749 17.154 69.081 21.7 3.399 -35.124 13.653 13.195 53.139 18.543 3.115 -32.183 30 4.324
8 112 208 19.229 17.631 76.807 22.047 6.394 -38.128 14.791 13.562 59.082 18.86 5.858 -34.935 30 4.542
8 112 216 20.824 18.146 85.134 22.413 9.4 -41.117 16.018 13.958 65.488 19.196 8.613 -37.674 30 4.777
8 112 224 22.493 18.684 93.849 22.789 12.334 -44.013 17.302 14.372 72.192 19.541 11.302 -40.327 30 5.02
8 112 232 24.025 19.178 101.847 23.128 14.86 -46.493 18.481 14.752 78.344 19.852 13.615 -42.599 30 5.239
8 112 240 25.543 19.668 109.776 23.459 17.224 -48.807 19.649 15.129 84.443 20.154 15.782 -44.72 30 5.45
8 112 248 27.409 20.27 119.515 23.857 19.96 -51.478 21.084 15.592 91.934 20.519 18.288 -47.167 30 5.702
8 120 0 5.494 15.233 0.944 20.237 -43.97 38.537 4.226 11.718 0.726 17.202 -40.288 35.31 30 5.76
8 120 8 5.511 15.239 1.033 20.241 -43.874 37.821 4.239 11.722 0.794 17.206 -40.2 34.654 30 5.722
8 120 16 5.539 15.248 1.18 20.248 -43.714 36.713 4.261 11.729 0.908 17.213 -40.053 33.639 30 5.663
8 120 24 5.603 15.268 1.512 20.265 -43.354 34.516 4.31 11.745 1.163 17.228 -39.724 31.626 30 5.546
8 120 32 5.695 15.298 1.991 20.288 -42.842 31.866 4.38 11.768 1.532 17.249 -39.254 29.197 30 5.406
8 120 40 5.804 15.333 2.562 20.316 -42.24 29.225 4.464 11.795 1.971 17.275 -38.703 26.778 30 5.268
8 120 48 5.949 15.38 3.32 20.353 -41.454 26.275 4.576 11.831 2.554 17.309 -37.982 24.075 30 5.115
8 120 56 6.14 15.441 4.316 20.401 -40.444 23.031 4.723 11.878 3.32 17.353 -37.057 21.103 30 4.948
8 120 64 6.382 15.519 5.58 20.463 -39.197 19.586 4.909 11.938 4.292 17.409 -35.914 17.946 30 4.774
8 120 72 6.659 15.609 7.028 20.533 -37.813 16.246 5.122 12.007 5.406 17.473 -34.647 14.886 30 4.608
8 120 80 6.997 15.718 8.794 20.617 -36.187 12.766 5.383 12.091 6.765 17.551 -33.156 11.697 30 4.442
8 120 88 7.403 15.849 10.913 20.719 -34.316 9.184 5.695 12.191 8.394 17.644 -31.443 8.415 30 4.278
8 120 96 7.875 16.001 13.378 20.836 -32.241 5.583 6.058 12.309 10.291 17.751 -29.541 5.116 30 4.126
8 120 104 8.408 16.173 16.157 20.967 -30.017 2.048 6.468 12.441 12.429 17.872 -27.504 1.876 30 3.991
8 120 112 8.998 16.363 19.237 21.112 -27.684 -1.397 6.921 12.587 14.797 18.004 -25.366 -1.28 30 3.879
8 120 120 9.626 16.566 22.52 21.264 -25.329 -4.66 7.405 12.743 17.323 18.144 -23.208 -4.27 30 3.793
8 120 128 10.298 16.783 26.024 21.426 -22.952 -7.784 7.921 12.91 20.018 18.292 -21.03 -7.132 30 3.734
8 120 136 11.078 17.034 30.098 21.612 -20.345 -11.055 8.521 13.103 23.152 18.463 -18.641 -10.129 30 3.699
8 120 144 11.876 17.292 34.267 21.801 -17.83 -14.084 9.136 13.301 26.359 18.635 -16.337 -12.905 30 3.693
8 120 152 12.684 17.552 38.484 21.99 -15.426 -16.885 9.757 13.502 29.603 18.809 -14.134 -15.471 30 3.713
8 120 160 13.511 17.819 42.799 22.181 -13.097 -19.526 10.393 13.707 32.922 18.984 -12.0 -17.891 30 3.755
8 120 168 14.365 18.094 47.258 22.377 -10.814 -22.055 11.05 13.919 36.352 19.163 -9.909 -20.208 30 3.816
8 120 176 15.251 18.38 51.884 22.578 -8.565 -24.498 11.731 14.139 39.911 19.347 -7.848 -22.446 30 3.893
8 120 184 16.183 18.681 56.753 22.787 -6.316 -26.899 12.449 14.37 43.656 19.539 -5.787 -24.647 30 3.988
8 120 192 17.212 19.013 62.124 23.015 -3.961 -29.375 13.24 14.625 47.787 19.748 -3.63 -26.915 30 4.103
8 120 200 18.572 19.451 69.224 23.313 -1.029 -32.411 14.286 14.963 53.249 20.021 -0.943 -29.697 30 4.268
8 120 208 20.051 19.929 76.949 23.632 1.955 -35.458 15.424 15.33 59.192 20.313 1.792 -32.489 30 4.456
8 120 216 21.646 20.443 85.277 23.97 4.963 -38.491 16.651 15.726 65.597 20.623 4.547 -35.268 30 4.665
8 120 224 23.316 20.982 93.992 24.318 7.907 -41.433 17.935 16.14 72.301 20.942 7.245 -37.963 30 4.886
8 120 232 24.847 21.476 101.99 24.632 10.448 -43.953 19.113 16.52 78.454 21.23 9.573 -40.272 30 5.088
8 120 240 26.366 21.966 109.919 24.939 12.833 -46.305 20.282 16.897 84.553 21.511 11.759 -42.428 30 5.286
8 120 248 28.231 22.567 119.657 25.309 15.599 -49.021 21.716 17.359 92.044 21.85 14.293 -44.916 30 5.525
8 128 0 6.373 17.688 1.097 22.087 -46.254 40.503 4.902 13.606 0.844 18.898 -42.381 37.111 30 6.056
8 128 8 6.39 17.694 1.185 22.091 -46.167 39.853 4.915 13.61 0.912 18.902 -42.301 36.516 30 6.021
8 128 16 6.418 17.703 1.332 22.098 -46.022 38.836 4.937 13.617 1.025 18.908 -42.168 35.584 30 5.967
8 128 24 6.482 17.723 1.665 22.113 -45.696 36.791 4.986 13.633 1.281 18.921 -41.869 33.71 30 5.858
8 128 32 6.574 17.753 2.144 22.134 -45.23 34.284 5.057 13.656 1.649 18.94 -41.442 31.413 30 5.726
8 128 40 6.683 17.788 2.714 22.159 -44.682 31.753 5.141 13.683 2.088 18.964 -40.941 29.094 30 5.593
8 128 48 6.828 17.835 3.472 22.192 -43.965 28.898 5.252 13.719 2.671 18.994 -40.283 26.478 30 5.444
8 128 56 7.019 17.896 4.468 22.236 -43.041 25.733 5.399 13.766 3.437 19.034 -39.437 23.578 30 5.281
8 128 64 7.261 17.974 5.732 22.292 -41.896 22.349 5.585 13.827 4.41 19.085 -38.388 20.478 30 5.108
8 128 72 7.538 18.064 7.18 22.355 -40.621 19.054 5.799 13.895 5.523 19.143 -37.219 17.458 30 4.943
8 128 80 7.877 18.173 8.947 22.432 -39.115 15.606 6.059 13.979 6.882 19.214 -35.839 14.299 30 4.774
8 128 88 8.282 18.304 11.065 22.524 -37.375 12.046 6.371 14.08 8.512 19.298 -34.245 11.037 30 4.607
8 128 96 8.755 18.456 13.53 22.631 -35.434 8.459 6.734 14.197 10.408 19.396 -32.467 7.751 30 4.446
8 128 104 9.287 18.628 16.31 22.75 -33.344 4.929 7.144 14.329 12.546 19.505 -30.552 4.516 30 4.301
8 128 112 9.877 18.818 19.389 22.882 -31.139 1.483 7.597 14.476 14.915 19.626 -28.531 1.359 30 4.173
8 128 120 10.506 19.021 22.673 23.021 -28.902 -1.786 8.081 14.632 17.44 19.753 -26.482 -1.637 30 4.069
8 128 128 11.177 19.238 26.176 23.169 -26.632 -4.921 8.597 14.798 20.136 19.889 -24.402 -4.509 30 3.988
8 128 136 11.957 19.489 30.25 23.339 -24.131 -8.206 9.198 14.992 23.269 20.044 -22.11 -7.519 30 3.925
8 128 144 12.756 19.747 34.42 23.511 -21.706 -11.253 9.812 15.19 26.477 20.203 -19.889 -10.31 30 3.891
8 128 152 13.563 20.007 38.637 23.684 -19.379 -14.072 10.433 15.39 29.721 20.361 -17.757 -12.894 30 3.881
8 128 160 14.39 20.274 42.952 23.86 -17.116 -16.733 11.069 15.595 33.04 20.522 -15.682 -15.332 30 3.893
8 128 168 15.244 20.549 47.41 24.039 -14.889 -19.283 11.726 15.807 36.469 20.687 -13.642 -17.668 30 3.925
8 128 176 16.13 20.835 52.036 24.224 -12.687 -21.748 12.407 16.027 40.028 20.856 -11.625 -19.927 30 3.974
8 128 184 17.062 21.136 56.906 24.417 -10.478 -24.173 13.125 16.258 43.774 21.032 -9.601 -22.149 30 4.04
8 128 192 18.091 21.468 62.276 24.627 -8.159 -26.675 13.916 16.514 47.905 21.225 -7.476 -24.441 30 4.127
8 128 200 19.451 21.906 69.376 24.902 -5.261 -29.745 14.962 16.851 53.366 21.477 -4.82 -27.255 30 4.258
8 128 208 20.931 22.384 77.102 25.197 -2.3 -32.829 16.1 17.218 59.309 21.747 -2.108 -30.08 30 4.415
8 128 216 22.526 22.898 85.429 25.51 0.693 -35.9 17.327 17.614 65.715 22.034 0.635 -32.894 30 4.596
8 128 224 24.195 23.437 94.144 25.833 3.633 -38.881 18.611 18.028 72.419 22.33 3.329 -35.625 30 4.792
8 128 232 25.727 23.931 102.142 26.125 6.178 -41.436 19.79 18.408 78.571 22.597 5.66 -37.966 30 4.975
8 128 240 27.245 24.421 110.071 26.411 8.571 -43.822 20.958 18.785 84.67 22.859 7.853 -40.152 30 5.157
8 128 248 29.111 25.022 119.81 26.756 11.353 -46.578 22.393 19.248 92.161 23.176 10.402 -42.678 30 5.379
8 136 0 7.38 20.499 1.271 24.007 -48.619 42.543 5.677 15.768 0.978 20.656 -44.548 38.98 30 6.363
8 136 8 7.397 20.504 1.359 24.01 -48.54 41.951 5.69 15.773 1.046 20.66 -44.476 38.438 30 6.332
8 136 16 7.425 20.513 1.507 24.016 -48.409 41.019 5.711 15.78 1.159 20.665 -44.355 37.584 30 6.282
8 136 24 7.489 20.534 1.839 24.029 -48.112 39.119 5.76 15.795 1.415 20.677 -44.083 35.843 30 6.181
8 136 32 7.58 20.564 2.318 24.049 -47.689 36.754 5.831 15.818 1.783 20.695 -43.696 33.676 30 6.055
8 136 40 7.69 20.599 2.889 24.072 -47.19 34.336 5.915 15.845 2.222 20.716 -43.239 31.461 30 5.928
8 136 48 7.835 20.646 3.647 24.102 -46.536 31.581 6.027 15.881 2.805 20.744 -42.639 28.936 30 5.784
8 136 56 8.026 20.707 4.643 24.142 -45.69 28.501 6.173 15.929 3.572 20.78 -41.864 26.115 30 5.624
8 136 64 8.268 20.785 5.907 24.192 -44.64 25.187 6.36 15.989 4.544 20.826 -40.902 23.078 30 5.454
8 136 72 8.545 20.875 7.355 24.25 -43.466 21.942 6.573 16.058 5.658 20.879 -39.826 20.104 30 5.29
8 136 80 8.883 20.984 9.121 24.32 -42.074 18.533 6.833 16.141 7.016 20.943 -38.551 16.981 30 5.121
8 136 88 9.289 21.115 11.239 24.403 -40.459 15.001 7.145 16.242 8.646 21.02 -37.071 13.745 30 4.95
8 136 96 9.761 21.267 13.705 24.5 -38.648 11.433 7.509 16.359 10.542 21.109 -35.412 10.476 30 4.785
8 136 104 10.294 21.439 16.484 24.609 -36.69 7.913 7.918 16.491 12.68 21.208 -33.617 7.25 30 4.631
8 136 112 10.883 21.629 19.564 24.729 -34.613 4.471 8.372 16.638 15.049 21.318 -31.714 4.097 30 4.491
8 136 120 11.512 21.832 22.847 24.856 -32.495 1.2 8.856 16.794 17.575 21.434 -29.774 1.1 30 4.373
8 136 128 12.183 22.048 26.351 24.99 -30.338 -1.941 9.372 16.96 20.27 21.558 -27.797 -1.778 30 4.273
8 136 136 12.964 22.3 30.425 25.146 -27.948 -5.237 9.972 17.154 23.404 21.7 -25.607 -4.798 30 4.188
8 136 144 13.762 22.558 34.594 25.303 -25.621 -8.297 10.586 17.352 26.611 21.845 -23.476 -7.602 30 4.129
8 136 152 14.57 22.818 38.811 25.462 -23.379 -11.131 11.208 17.552 29.855 21.99 -21.421 -10.199 30 4.093
8 136 160 15.396 23.085 43.126 25.623 -21.189 -13.809 11.843 17.758 33.174 22.137 -19.414 -12.652 30 4.078
8 136 168 16.25 23.36 47.585 25.788 -19.027 -16.377 12.5 17.969 36.604 22.288 -17.433 -15.006 30 4.082
8 136 176 17.136 23.646 52.211 25.957 -16.882 -18.862 13.182 18.189 40.162 22.444 -15.468 -17.282 30 4.103
8 136 184 18.069 23.947 57.08 26.134 -14.723 -21.308 13.899 18.421 43.908 22.606 -13.491 -19.524 30 4.142
8 136 192 19.098 24.279 62.451 26.328 -12.45 -23.833 14.69 18.676 48.039 22.784 -11.407 -21.837 30 4.199
8 136 200 20.457 24.717 69.551 26.582 -9.599 -26.934 15.737 19.013 53.501 23.016 -8.795 -24.678 30 4.295
8 136 208 21.937 25.195 77.276 26.854 -6.676 -30.05 16.875 19.38 59.443 23.265 -6.117 -27.534 30 4.418
8 136 216 23.532 25.709 85.604 27.144 -3.711 -33.157 18.102 19.776 65.849 23.531 -3.4 -30.381 30 4.567
8 136 224 25.201 26.247 94.319 27.443 -0.789 -36.174 19.386 20.19 72.553 23.805 -0.723 -33.145 30 4.734
8 136 232 26.733 26.742 102.317 27.714 1.747 -38.762 20.564 20.57 78.705 24.053 1.601 -35.516 30 4.895
8 136 240 28.252 27.231 110.246 27.979 4.139 -41.179 21.732 20.947 84.804 24.296 3.792 -37.731 30 5.057
8 136 248 30.117 27.833 119.984 28.301 6.925 -43.973 23.167 21.41 92.296 24.591 6.345 -40.291 30 5.259
8 144 0 8.413 23.384 1.45 25.802 -50.829 44.451 6.472 17.988 1.116 22.301 -46.573 40.728 30 6.65
8 144 8 8.43 23.39 1.539 25.805 -50.757 43.908 6.485 17.992 1.184 22.304 -46.506 40.231 30 6.621
8 144 16 8.458 23.399 1.686 25.811 -50.636 43.045 6.506 17.999 1.297 22.309 -46.396 39.441 30 6.575
8 144 24 8.522 23.419 2.018 25.823 -50.364 41.27 6.555 18.015 1.553 22.321 -46.147 37.814 30 6.48
8 144 32 8.614 23.449 2.497 25.84 -49.976 39.032 6.626 18.038 1.921 22.337 -45.791 35.763 30 6.362
8 144 40 8.723 23.484 3.068 25.861 -49.517 36.718 6.71 18.065 2.36 22.356 -45.37 33.644 30 6.24
8 144 48 8.868 23.531 3.826 25.889 -48.914 34.058 6.822 18.101 2.943 22.381 -44.818 31.206 30 6.101
8 144 56 9.059 23.593 4.822 25.926 -48.134 31.06 6.968 18.148 3.709 22.415 -44.104 28.459 30 5.945
8 144 64 9.301 23.671 6.086 25.972 -47.163 27.814 7.155 18.208 4.682 22.457 -43.213 25.485 30 5.777
8 144 72 9.578 23.76 7.534 26.025 -46.074 24.62 7.368 18.277 5.795 22.506 -42.216 22.558 30 5.614
8 144 80 9.917 23.869 9.3 26.089 -44.779 21.252 7.628 18.361 7.154 22.564 -41.029 19.472 30 5.445
8 144 88 10.322 24.0 11.419 26.166 -43.271 17.751 7.94 18.462 8.784 22.635 -39.648 16.265 30 5.273
8 144 96 10.794 24.153 13.884 26.255 -41.575 14.205 8.303 18.579 10.68 22.716 -38.093 13.015 30 5.104
8 144 104 11.327 24.324 16.663 26.355 -39.732 10.699 8.713 18.711 12.818 22.808 -36.405 9.803 30 4.945
8 144 112 11.917 24.514 19.743 26.465 -37.769 7.264 9.167 18.857 15.187 22.909 -34.607 6.656 30 4.798
8 144 120 12.546 24.717 23.026 26.582 -35.761 3.995 9.65 19.013 17.713 23.016 -32.766 3.661 30 4.668
8 144 128 13.217 24.934 26.53 26.706 -33.706 0.853 10.167 19.18 20.408 23.129 -30.883 0.781 30 4.556
8 144 136 13.997 25.185 30.604 26.849 -31.42 -2.45 10.767 19.373 23.541 23.261 -28.789 -2.244 30 4.454
8 144 144 14.795 25.443 34.773 26.994 -29.187 -5.518 11.381 19.572 26.749 23.394 -26.743 -5.056 30 4.376
8 144 152 15.603 25.704 38.99 27.141 -27.026 -8.364 12.002 19.772 29.993 23.528 -24.763 -7.663 30 4.32
8 144 160 16.43 25.97 43.305 27.289 -24.909 -11.054 12.638 19.977 33.312 23.664 -22.823 -10.128 30 4.284
8 144 168 17.284 26.246 47.764 27.442 -22.812 -13.636 13.295 20.189 36.741 23.804 -20.902 -12.494 30 4.265
